"id"	"family"	"title"	"doi"	"tei_path"	"openalex_cited_by_count"	"openalex_id"	"citation_retrieved_at"	"citation_tier"	"screening_decision"	"screening_reason"	"primary_parametric_dgp_analysis"	"influential_contextual_stratum"	"monte_carlo_status"	"n_simulation_experiments"	"n_dgp_structures"	"n_cells_by_experiment"	"n_dgp_cells_main_text"	"cell_count_status"	"n_replications_by_experiment"	"internal_bootstrap_counts"	"randomization_counts"	"real_data_status"	"n_real_datasets"	"real_dataset_class"	"real_dataset_names"	"real_data_role"	"n_real_with_perf"	"out_of_sample_evaluation"	"validation_scheme"	"method_proposed"	"comparators"	"metrics"	"simulation_sections_reviewed"	"simulation_text_characters_reviewed"	"simulation_scope_note"	"simulation_evidence_section"	"simulation_evidence_excerpt"	"real_data_evidence_section"	"real_data_evidence_excerpt"	"coding_status"	"coder_notes"	"axis_sample_size"	"axis_spatial_dependence"	"axis_weights_geometry"	"axis_noise_snr"	"axis_error_distribution"	"axis_heteroskedasticity"	"axis_nonlinearity"	"axis_x_correlation"	"axis_spatial_scale"	"axis_measurement_error"	"axis_missing_data"
"G05"	"GWR_MGWR_SVC"	"Structure identification and variable selection in geographically weighted regression models"	"10.1080/00949655.2017.1311896"	"corpus\papers\tei\Structure identification and variable selection in geographically weighted regression models.tei.xml"	"14"	"https://openalex.org/W2607436425"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"2"	"3 GWR coefficient structures"	"18 principal settings; same settings for bootstrap tests"	"18"	"exact_main_design"	"200; 200"	"1000 per Monte Carlo replication"	"none_explicitly_found"	"yes"	"1"	"1"	"Dublin voter-turnout data"	"empirical illustration"	"unclear"	"no"	"unclear"	"GWGlasso"	"GWGlasso; two residual-based bootstrap tests"	"classification/selection frequency; Type I error; rejection rate; AICc"	"Simulation study | Design of the experiment | Simulation analysis of the GWGlasso method | Simulation analysis of the residual-based bootstrap tests"	"7997"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Simulation study"	"In this section, the simulation study is to show that the GWGlasso method is a better computational procedure than the residual-based bootstrap test of Mei et al. [9] . Concerning the bootstrap test, Mei et al. [9] have proposed two types of the residual-based bootstrap tests. The first bootstrap test is to detect the constant coefficients in a GWR model. Furthermore, the second bootstrap test is developed for judging whether some of constant coefficients are zero in a mixed GWR model. Therefore,"	"Analysis of Dublin voter turnout data set"	"[Analysis of Dublin voter turnout data set] To further illustrate the usefulness of the GWGlasso algorithm, we apply the method to the Dublin voter turnout data set, which has been analysed by Kavanagh et al. [22] and Gollini et al. [23] , and is publicly available in the R package called GWmodel. The data set includes the nine percentage variables which measures the voter turnout in the Irish 2004 Dáil elections and eight characteristics of social structures in 322 Electoral Divisions of Greater Dublin. Following Gollini et al. [23] , we take GEI (the proportion of the electorate who turned out on voting night to cast their vote in the 2004 General Election in Ireland) as the response variable, the geographical locations (u, v) as the index variable, and the following variables as the explanatory variables: MDA: one year migrants, that is, moved to a different address one year ago; • LAR: local authority renters; • SCO: social class one; • UEP: unemployed; • LOE: without any formal educational; • AGY: age group 18-24; • AGM: age group 25-44; • AGO: age group 45-64. The eight explanatory variables reflect measures of migration, public housing, high social class, unemployment, educational attainment and three adult age groups. As pointed out in Gollini et al. [23] , although the eight explanatory variables measured on the same scale, the variables are not of a similar magnitude…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"yes_candidate"	"yes_candidate"	"unclear"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"yes_candidate"	"unclear"	"unclear"
"G06"	"GWR_MGWR_SVC"	"Estimation and inference in spatially varying coefficient models"	"10.1002/env.2485"	"corpus\papers\tei\Estimation and inference in spatially varying coefficient models.tei.xml"	"51"	"https://openalex.org/W2771875082"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"2"	"2 spatial domains/coefficient systems"	"study 1: n=500,1000,2000 plus test settings; study 2: n=2000,5000"	"lower_bound_5"	"lower_bound"	"500; 500"	"100 per test replication"	"none_explicitly_found"	"yes"	"1"	"1"	"PM2.5 and meteorological data"	"empirical analysis"	"unclear"	"yes"	"unclear"	"BST/BPST spatially varying coefficient estimation and tests"	"BST; BPST; GWR"	"MSE; MSPE; bias; computation time; Type I error; power"	"SIMULATION | Simulation study 1 | Simulation study 2"	"9960"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Simulation study 1"	"lly when the sample size is small, and the difference between the BST and the BPST estimators is getting smaller as the sample size increases. Supporting Information provides more simulation results with different triangulations, which suggest that the number of triangles or the number of basis functions only has a little effect on the BPST estimator, especially when there is a sufficient number of triangles. Figure 2 visualizes the estimated surfaces of 𝛽 0 (•) and 𝛽 1 (•) using BST, BPST, and GWR, which are based on one typical replication with n = 2000. These plots suggest that the BPST method is able to estimate the spatial pattern with…"	"APPLICATION TO AIR POLLUTION DATA ANALYSIS"	"[APPLICATION TO AIR POLLUTION DATA ANALYSIS] Recently, fine particles (PM 2.5 , which is a particulate matter with a diameter of 2.5 μm or less) has become a major air quality concern because it poses significant risks to human health, such as asthma, chronic bronchitis, lung cancer, and atherosclerosis. Many recent research works (Hu et al., 2013; Russell, Wang, & McMahan, 2017; Tai, Mickley, & Jacob, 2010) suggest that PM 2.5 concentrations depend on meteorological conditions. To improve current pollution control strategies, there is an urgent need for a more comprehensive understanding of PM 2.5 and a more accurate quantification between the meteorological drivers and the levels of PM 2.5 . In this section, we show the applicability of the proposed SVCM on a meteorological data set to study the effects of meteorological characteristics on air quality. In our study, daily mean surface concentrations of total PM 2.5 for the year 2011 are obtained from the United States Environmental Protection Agency; meteorological drivers are provided by the National Oceanic and Atmospheric Administration ( http://www.esrl.noaa.gov/psd/ ); daily total gridded precipitation (PPTN), surface wind speed (WS), surface daily minimum air temperature (T min ), and surface daily maximum air temperature (T max ) are acquired from Livneh et al. (2013) ; air relative humidity (RH) and total column clou…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"yes_candidate"	"yes_candidate"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"G07"	"GWR_MGWR_SVC"	"Inference in Multiscale Geographically Weighted Regression"	"10.1111/gean.12189"	"corpus\papers\tei\G07.tei.xml"	"413"	"https://openalex.org/W2912855477"	"2026-09-17"	"high_200_499"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"1"	"1 MGWR coefficient-surface DGP"	"1"	"1"	"exact"	"1000"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"Georgia educational-attainment data"	"worked empirical example"	"unclear"	"no"	"unclear"	"analytical inference for MGWR"	"analytical MGWR standard errors versus experimental Monte Carlo standard errors"	"local coefficient SD/SE; confidence-interval behavior"	"An example using simulated data"	"870"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"An example using simulated data"	"To demonstrate the validity of the analytical results provided above, we construct a simulation experiment as follows. Consider a model with two covariates of the following form: (32) where values of the covariates are randomly drawn from a normal distribution (0, 2) for 625 locations on a regular 25 × 25 grid. The local parameter values, 1i and 2i , are obtained from pre-specified surfaces (see Fig. 1 ). The values of y are derived from Equation ( 36 ) with i set to zero for all i. Given the values of y i , x 1i , and x 2i for all locations, we calibrate the"	"An example of educational attainment in Georgia"	"[An example of educational attainment in Georgia] To demonstrate the calculation of local standard errors in a model calibrated by MGWR, we establish a simple model in which the percentage of people with a bachelor's degree is regressed on three covariates: the percentage of foreign-born residents, the percentage of people classified (a) (b) The covariates used here were checked extensively for local multicollinearity using local correlations, local VIFs, and local condition numbers from both GWR and MGWR and no problems were identified. 5 The global OLS model calibration results are shown in Table 1 and indicate that higher proportions of people with a bachelor's degree are associated with counties having higher proportions of residents who are foreign-born and lower proportions of rural population. The proportion of African Americans in each county has no impact on the proportion of people with a bachelor's education. The AICc for this model is 885 and the adjusted r-squared value is 0.54. In order to demonstrate the validity of Equation ( 24 ) in deriving the standard errors of the local parameter estimates from MGWR, the model described above was calibrated by GWR (where the standard error formulation is well-known) and MGWR. Both calibrations utilize an adaptive bandwidth using a bisquare weighting function (Fotheringham, Brunsdon, and Charlton 2002) . Both produce four s…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"unclear"	"unclear"	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"G08"	"GWR_MGWR_SVC"	"Backfitting Estimation for Geographically Weighted Regression Models with Spatial Autocorrelation in the Response"	"10.1111/gean.12289"	"corpus\papers\tei\G08.tei.xml"	"17"	"https://openalex.org/W3152900914"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"2"	"complete GWR-Lag; omitted-covariate GWR-Lag"	"8; 4"	"12"	"exact"	"500; 500"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"Boston housing"	"empirical illustration"	"unclear"	"no"	"unclear"	"backfitting GWR-Lag estimator"	"backfitting; GWR maximum likelihood"	"average estimate; absolute bias; SD; RMSE"	"Simulation study | The models for generating the experimental data | Simulation results and interpretations"	"7048"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Simulation study"	"In order to assess the performance of the backfitting method on tackling the multiscale problem and estimating the coefficients, a simulation experiment with a comparison of the GWR-ML estimation is designed. Moreover, an additional model is built to examine the impact of ignoring an explanatory variable that is correlated with some explanatory variables in the model on the estimators of the coefficients."	"A real-life application"	"[A real-life application] In this section, the proposed backfitting estimation is applied to the well-known Boston housing price data set given in Hurrison and Rubinfeld (1978) and corrected for a few minor errors by Gilley and Pace (1996) . The data set consists of the median value (MEDV in $1,000) of owner-occupied homes and 13 explanatory variables in 506 U.S. census tracts in 1970, and is available in the R package spdep ( http://cran.r-proje ct.org/ ). Since the focus of this example is to demonstrate the applicability of the proposed backfitting calibration method, only the following explanatory variables are considered here: • CRIM: per capita crime rate by town; • RM: average number of rooms in owner-occupied homes per dwelling; • DIS: weighted distances to five Boston employment centers; • PTRATIO: pupil-teacher ration by town school district; • LSTAT: proportion of the lower status population. Through fitting a GWR-Lag model by the GWR-LM method, the statistical test developed by Li, Mei, and Wang (2019) has demonstrated that there exists significant autocorrelation among the observations of MEDV, although more explanatory variables were used in that article. Based on this finding, we then consider the following GWR-Lag model: where the spatial weight matrix W = (w ij ) n×n was formulated in the binary way according to the given neighbor list of each census tract. Th…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"yes_candidate"	"yes_candidate"	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"yes_candidate"	"unclear"	"unclear"
"G09"	"GWR_MGWR_SVC"	"On the local modeling of count data: multiscale geographically weighted Poisson regression"	"10.1080/13658816.2023.2250838"	"corpus\papers\tei\G09.tei.xml"	"25"	"https://openalex.org/W4386465669"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"1"	"1 multiscale Poisson DGP with three coefficient surfaces"	"1"	"1"	"exact"	"1000"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"New York City COVID-19 ZCTA counts"	"empirical illustration"	"unclear"	"no"	"unclear"	"MGWPR"	"Poisson GLM; GWPR; MGWPR"	"bandwidth/scale recovery; surface RMSE; AICc; deviance explained; response replication; computation time"	"A simulation experiment | Simulation design | Simulation results"	"2555"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Simulation design"	"Three surfaces of parameters representing processes with varying degrees of spatial heterogeneity were constructed. Local surfaces for b 0 and b 1 were simulated using a two-dimensional spatial random field (SRF) with a Gaussian covariance model on a 25 by 25 grid (n ¼ 625). The Gaussian variogram employed to construct the processes is: where length-scale (h), the distance parameter ðkÞ controlling the range of spatial autocorrelation and variance ðr 2 Þ control the amount of spatial heterogeneity in the surfaces with larger values of h corresponding to lower spatial heterogeneity and higher values of r 2 resulting in great"	"An empirical example of the use of MGWPR in analyzing the spatial distribution of COVID-19 counts"	"[An empirical example of the use of MGWPR in analyzing the spatial distribution of COVID-19 counts] This section contains an empirical example of the MGWPR model using COVID-19 positive cases data in the early phase of the pandemic in New York City at the Zip Code Tabulation Area (ZCTA) level. In order to demonstrate the value of local modeling with count data, this example expands an existing study undertaken by DiMaggio et al. (2020) using a global Poisson model. Using similar data sources, model specification and discussions from DiMaggio et al. (2020), we can test the MGWPR model and showcase the importance of estimating covariate-specific indicators of scale of the spatial heterogeneity of the different processes being modeled. It is worth noting that there are two limitations of the data that restrict our findings from this analysis. First, the data are collected for only 183 areal units, which is too few to properly showcase the outputs from local models to the fullest extent but serves the purpose here of demonstrating how the new local modeling framework works. Second, the temporal span for which data are collected (from 3 April to 22 April 2020, representing the first phase of the pandemic), is extremely narrow and is not expected to represent the true variation in the phenomenon. While a number of recent studies have investigated the ecological risk factors associat…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"unclear"	"unclear"	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"yes_candidate"	"unclear"	"unclear"
"G10"	"GWR_MGWR_SVC"	"Adaptive estimation for spatially varying coefficient models"	"10.3934/math.2023713"	"corpus\papers\tei\G10.tei.xml"	"1"	"https://openalex.org/W4365794483"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"1"	"4 error distributions"	"4 error distributions × 2 sample sizes = 8"	"8"	"exact"	"100"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"2"	"2"	"Dublin voter turnout; England and Wales house prices"	"prediction with test sets"	"unclear"	"yes"	"unclear"	"adaptive spatially varying coefficient estimator"	"adaptive estimator; local-linear estimator; GWR"	"RASE; standard error; MSPE in empirical holdout"	"Simulation study"	"4810"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Simulation study"	"This section simulates the proposed adaptive estimation method and compares it with that of the local linear geographically weighted regression (LL) [24] and the Geographically Weighted Regression Model (GWR). In numerical experiments, the following four designs of error structure are considered: 1) ε ∼ N(0, 1); 2) ε ∼ t 3 ; 3) ε ∼ 0.5N(-1, 0.5 2 ) + 0.5N(1, 0.5 2 ); 4) ε ∼ e T -E(e T ), where T ∼ N(0, 1). The first is the standard normal distribution as a benchmark for comparison, and t"	""	""	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"G11"	"GWR_MGWR_SVC"	"Scale and correlation in multiscale geographically weighted regression (MGWR)"	"10.1007/s10109-025-00468-1"	"corpus\papers\tei\10_1007_s10109_025_00468_1.tei.xml"	"19"	"https://openalex.org/W4411091431"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"2"	"2 parameter-surface/sample-size systems"	"factorial levels of spatial autocorrelation × collinearity, plus higher-noise sensitivity"	"unclear"	"table_reconstruction_required"	"100 per parameter combination"	"none_explicitly_found"	"none_explicitly_found"	"no"	"0"	"0"	""	"none"	"unclear"	"no"	"unclear"	"diagnostic study of scale and correlation in GWR/MGWR"	"GWR; MGWR"	"bandwidth; relative RMSE; MAPE; local condition number"	"Data generating process | Simulation experiment one | Simulation experiment two"	"2293"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Two types of correlation: spatial autocorrelation and collinearity"	"The two covariates used in the DGP are constructed to potentially have both spatial autocorrelation and collinearity. After simulating the first explanatory variable ( X 1 ) using the spatial autoregressive model in Eq. ( 5 ), the same formula is also used to generate an intermediate variable Z . Then, the second explanatory variable ( X 2 ) is simulated using Z so that both explanatory variables will be approximately corre- lated with a set level denoted by a given Pearson's r value, as well as spa"	""	""	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"yes_candidate"	"unclear"	"unclear"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"yes_candidate"	"unclear"	"unclear"
"S01"	"geostatistics_GP"	"Spatial Modelling Using a New Class of Nonstationary Covariance Functions"	"10.1002/env.785"	"corpus\papers\tei\S01.tei.xml"	"494"	"https://openalex.org/W2041178793"	"2026-09-17"	"high_200_499"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"1"	"2 (stationary; nonstationary response surfaces)"	"2 simulated datasets"	"2"	"exact"	"50 fits per simulated dataset"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"Colorado climatological stations"	"kriging case study"	"unclear"	"yes"	"simulated test locations; repeated training fits; empirical holdout (120 train/30 test per year)"	"nonstationary Gaussian-process regression"	"stationary GP; standard smoothers; Bayesian adaptive-basis alternatives"	"out-of-sample predictive error; interval behavior"	"Simulations"	"560"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Simulations"	"We compare the performance of the nonstationary GP model to several alternatives, most importantly a stationary GP model, on two simulated datasets. The first dataset is a stationary function, with similar variability throughout the domain, while the second is a nonstationary function. The first group of alternatives includes standard methods that can be easily performed in R, most using library functions. The second group comprises Bayesian methods that in theory can adapt to heterogeneity in the function by sampling the basis functions within the MCMC."	"Illustration"	"[Illustration] Climatological data for Colorado provide a nice illustration of a simple application of nonstationary kriging. To first approximation, Colorado is divided into a mountainous western portion, west of Denver and the I-25 corridor, and a flat plains portion in the east (Fig. 1 ). The Geophysical Statistics Project at the National Center for Atmospheric Research ( http://www.cgd.ucar.edu /stats /Data /US.monthly.met) has posted a useful subset of the United States climate record over the past century from a large network of weather stations. Areas of complex topography are a particular challenge for making predictions off the observation network, and even for the continental U.S. the observation record is quite sparse relative to the resolution needed for understanding impacts of changing climate. For this illustration, we take the log-transformed annual precipitation in Colorado for 1981, the year for which the most stations without any missing monthly values (217) were available, and compare kriging with model (1) using both stationary and nonstationary covariances. For stationary kriging, we use a Matérn covariance with anisotropic distance (2), where Σ = ΓΛΓ T , with Γ an eigenvector (rotation) matrix parameterized by Givens angle ψ, and Λ a diagonal eigenvalue matrix with eigenvalues (squared correlation range parameters), ρ 2 1 and ρ 2 2 . After integrating th…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"S02"	"geostatistics_GP"	"Covariance Tapering for Interpolation of Large Spatial Datasets"	"10.1198/106186006X132178"	"corpus\papers\tei\S02.tei.xml"	"750"	"https://openalex.org/W2061320421"	"2026-09-17"	"very_high_500_plus"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"2"	"stationary Matérn covariance with smoothness/range settings"	"experiment 1: sample sizes 49–784 × 3 smoothness values × random/regular designs where applicable; experiment 2: taper type/support × covariance smoothness/range"	"unclear"	"continuous_or_figure_grid_not_fully_enumerated"	"100 random location configurations per sample-size setting; deterministic fixed grid"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"US April 1948 precipitation stations"	"kriging application"	"unclear"	"yes"	"prediction at a fixed unobserved center location"	"covariance tapering for kriging"	"exact BLUP; tapered predictor; nearest-neighbor kriging; hard-threshold taper"	"MSE ratios; naive-versus-actual MSE; computation time"	"Finite Sample Accuracy and Numerical Efficiency | Simulations"	"5404"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Simulations"	"Throughout this section, we will focus on the stationary Matérn covariance function in R 2 . The factors in the simulation related to the covariance are the smoothness ν, the range α and the taper length θ. As data we select n locations within the unit square D = [0, 1] 2 sampled randomly and, if n is a perfect square, locations on a regular grid. The spatial prediction is for the center location x * = (0.5, 0.5) and the following quantities are calculated: the root mean squared error (MSE) for estimates of Z(0.5, 0.5) using the actual and tapered covariance, i.e. MSE(x * , C α,ν ), MS"	"Application"	"[Application] In this section we apply covariance tapering in kriging to a large irregularly spaced dataset. We use aggregated monthly precipitation for April 1948 at 5,909 stations in the US 4 . For a detailed description of 4 Available at http://www.cgd.ucar.edu/stats/Data/US.monthly.met.html . Figure 5 : Influence of ordering on the performance. The top row shows the structure of the covariance matrix, the bottom row its upper triangular Cholesky factor. The first column is for an arbitrary numbering, the second for a row-by-row numbering, the third column is after a reverse Cuthill-McKee reordering, the last after a minimum-degree reordering. We considered an equispaced 50 × 50 grid in the unit square with taper length 0.05. The indicated time is for solving 100 linear systems in Matlab and nz states the number of nonzero elements in the matrix. the data we refer to Johns et al. (2003) . Instead of working with the raw data, we standardize the square root values. The resulting values represent anomalies and are closer to a Gaussian distribution than the raw data (Johns et al., 2003) . Further, there is evidence that the anomaly field is closer to being second order stationary compared to the raw scale (Fuentes et al., 1998) . For the estimation of the second order structure of the anomalies we refer again to Johns et al. (2003) . They justify a slight anisotropy of 0.85 in…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"S03"	"geostatistics_GP"	"Covariance Tapering for Likelihood-Based Estimation in Large Spatial Data Sets"	"10.1198/016214508000000959"	"corpus\papers\tei\S03.tei.xml"	"490"	"https://openalex.org/W2013627498"	"2026-09-17"	"high_200_499"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"1"	"1 stationary exponential Gaussian process"	"3 taper ranges, with MLE and one-/two-taper estimators"	"3"	"exact_for_dgp_parameter_cells"	"1000"	"none_explicitly_found"	"none_explicitly_found"	"yes"	"1"	"1"	"NCDC US precipitation anomalies"	"data example"	"unclear"	"no"	"in-sample parameter-estimation Monte Carlo"	"one-taper and two-taper likelihood estimators"	"full maximum likelihood; one-taper; two-taper"	"bias; empirical variance; information-based variance estimates"	"SIMULATION STUDY"	"4826"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"SIMULATION STUDY"	"We used Monte Carlo simulation to investigate three issues concerning the tapering estimators. First, how does their performance compare with that of the MLE? Second, how does the choice of the taper range γ affect the distributions of the tapering estimators? Finally, are the variance estimators proposed in Section 4 good estimators of sampling variability? We simulated 1,000 data sets, each consisting of a multivariate normal vector of length 300. Note that here n is small enough to"	"DATA EXAMPLE"	"[DATA EXAMPLE] Sizeable computational gains can be achieved by applying the tapering methods to large, irregularly spaced spatial data sets. An example of such a data set is a collection of observations from weather stations in the United States. We consider precipitation data from the National Climatic Data Center for the years 1895 to 1997. This data set was examined in detail by Johns et al. (2003) , who focused on imputing missing observations. In this analysis we consider yearly total precipitation anomalies, that is, yearly totals standardized by the long-run mean and standard deviation for each station. We illustrate the tapering methods using the precipitation anomalies from 1962, because this year had one of the most complete data records, with 7,352 stations. In addition, it showed no obvious nonstationarity or anisotropy, which would require a more careful choice of tapering function than is considered here. To calculate the anomalies, we included the full data set computed by Johns et al. (2003) ; however, our analysis considers the anomalies from only those stations with a complete observational record for this year. The data and computer code needed to carry out the analysis in the example are available at http://www.image.ucar.edu/Data/precip_tapering/ . For sparse matrix calculations, we used the spam package in R, available at http://cran.r-project.org/ under…"	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"unclear"	"unclear"	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"S04"	"geostatistics_GP"	"Gaussian Predictive Process Models for Large Spatial Data Sets"	"10.1111/j.1467-9868.2008.00663.x"	"corpus\papers\tei\S04.tei.xml"	"1036"	"https://openalex.org/W2004807582"	"2026-09-17"	"very_high_500_plus"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"2"	"2 (stationary anisotropic; nonstationary spatial process)"	"example 1: n=3000 × several knot sizes/configurations; example 2: n=15000 × predictive-process configurations"	"unclear"	"table_reconstruction_required"	"one generated realization per example; no repeated-DGP count reported"	"none"	"none_explicitly_found"	"yes"	"1"	"1"	"USDA Forest Inventory and Analysis biomass"	"spatial regression application"	"unclear"	"yes"	"held-out simulated locations; MCMC iterations are computational draws, not DGP replications"	"Gaussian predictive process"	"parent full GP; predictive-process variants"	"parameter recovery; DIC/model fit; predictive error; computation time"	"Simulation studies | Simulation example 1 | Simulation example 2"	"9259"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Simulation example 1"	"Here, we simulated the response Y.s/ by using model (1) from 3000 irregularly scattered locations over a 1000 × 1000 domain. In this case we can fit model (1) without resorting to the predictive process; comparison with various choices of m and knot design can be made. The regression component included only an intercept, whereas the spatial process w.s/ was generated by using a stationary anisotropic Matérn covariance function given by where d.s, s / = .s -s / T Σ -1 .s -s /. We furt"	""	""	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"unclear"	"yes_candidate"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"	"unclear"
"S05"	"geostatistics_GP"	"Local likelihood estimation for nonstationary random fields"	"10.1016/j.jmva.2010.10.010"	"corpus\papers\tei\S05.tei.xml"	"50"	"https://openalex.org/W2024547890"	"2026-09-17"	"below_200"	"candidate_review"	"simulation evidence found; confirm methodological contribution"	"yes"	"no"	"yes"	"3"	"2 principal nonstationary covariance systems (variance modulation; spatially varying smoothness)"	"two smoothness settings for variance modulation; one varying-smoothness field; joint variance/smoothness estimation"	"lower_bound_4"	"lower_bound"	"single realizations; no repeated-DGP count reported"	"none_explicitly_found"	"none_explicitly_found"	"no"	"0"	"0"	""	"none"	"unclear"	"no"	"in-sample recovery of known spatial parameter surfaces"	"local likelihood estimation of nonstationary covariance parameters"	"alternative bandwidth selectors and bias-corrected local estimators"	"parameter-surface bias/error; likelihood risk"	"Introduction | Variance modulation | Bandwidth selection | Estimating a local fractional index in 2 dimensions | Remark."	"21840"	"DGP replications; bootstrap/randomization must be kept separate during manual verification."	"Bandwidth selection"	"ucting a reasonable estimate λ. We then present our interpretation of this heuristic in terms of two different estimates of λ. At the end of this section we present some numerical simulations to illustrate their behavior. We make no claim of optimality or any theoretical justification other than heuristics. Our heuristic for the bandwidth estimator says that one should choose the bandwidth to maximize the spatial variability in θλ beyond what is expected from the realization of the random field itself. The idea is that there are two sources of spatial variability in θλ . The first is the spatial variability from the true local parameter func…"	""	""	"simulation_manually_verified"	"Simulation design checked against full TEI; uncertainty is explicitly retained where tables do not permit an exact total."	"unclear"	"yes_candidate"	"yes_candidate"	"unclear"	"yes_candidate"	"unclear"	"unclear"	"unclear"	"yes_candidate"	"unclear"	"unclear"
