package;dataset;reference_type;doi;doi_url;source_url;doi_verified;doi_type;paper_or_book_title;authors;year;venue;publisher;model_or_equation_found_locally;model_keywords;detected_reference;local_raw_match;doc_path;verification_note
agridat;lasrosas.corn;url;;;https://geodacenter.asu.edu/sdata;;;;;;;;yield ~ long*lat|factor(year | lat~long | yield~nitro|topo | lm(yield ~ 1 + nitro + I(nitro^2 | corn with a spatial regression model. Proceedings of the Fifth | Four Spatial Regression Models for Yield Monitor Data: A Case;lm, regression;Source: The Las Rosas data files were obtained from https://geodacenter.asu.edu/sdata and converted from ESRI shape files to a flat data.frame. || References: Bongiovanni and Lowenberg-DeBoer (2000). Nitrogen management in corn with a spatial regression model. Proceedings of the Fifth International Conference on Precision Agriculture. Anselin, L., R. Bongiovanni, J. Lowenberg-DeBoer (2004). A spatial econometric approach to the economics of site-specific nitrogen management in corn production. American Journal of Agricultural Economics, 86, 675-687. https://doi.org/10.1111/j.0002-9092.2004.00610.x Lambert, Lowenberg-Deboer, Bongiovanni (2004). A Comparison of Four Spatial Regression Models for Yield Monitor Data: A Case Study from Argentina. Precision Agriculture, 5, 579-600. https://doi.org/10.1007/s11119-004-6344-3 Suman Rakshit, Adrian Baddeley, Katia Stefanova, Karyn Reeves, Kefei Chen, Zhanglong Cao, Fiona Evans, Mark Gibberd (2020). Novel approach to the analysis of spatially-varying treatment effects in on-farm experiments. Field Crops Research, 255, 15 September 2020, 107783. https://doi.org/10.1016/j.fcr.2020.107783 || Description: Yield monitor data for a corn field in Argentina with variable nitrogen. || Details: Corn yield and nitrogen fertilizer treatment with field characteristics for the Las Rosas farm, Rio Cuarto, Cordoba, Argentina. Data has 6 nitro treatments, 3 reps, in strips. Data collected using yield monitor, for harvests in 1999 and 2001. The points within each long strip have been averaged so that the distance between points _within_ a strip is the same as the distance _between_ strips (9.8 meters). The topographic factor a factor with levels W = West slope, HT = Hilltop, E = East slope, LO = Low East. The 'rep' factor in this data was added by hand and did not appear in the original data. Slightly different levels of nitrogen were used in the two years, so the nitrogen factor 'nf' was created to have common levels across years. Published descriptions of the data describe the experiment design as having randomized nitrogen treatments. The nitrogen treatments were randomized within one rep, but the same randomization was used in the other two reps. Anselin et al. used corn grain price of $6.85/quintal and nitrogen cost of $0.4348/kg. The corners of the field in 1999 are: https://www.google.com/maps/place/-33.0501258,-63.8488636 https://www.google.com/maps/place/-33.05229635,-63.84181819 Anselin et al. found a significant response to nitrogen for slope. However, Bongiovanni and Lowenberg-DeBoer (2002) found that slope position was NOT significant in 2001. Used with permission of the ASU GeoDa Center.;;wiki\datasets\r_package_docs\agridat\topics\lasrosas.corn.md;"Lien non DOI ou signal local; verification manuelle requise."
agridat;lasrosas.corn;url;;;https://www.google.com/maps/place/-33.0501258,-63.8488636;;;;;;;;yield ~ long*lat|factor(year | lat~long | yield~nitro|topo | lm(yield ~ 1 + nitro + I(nitro^2 | corn with a spatial regression model. Proceedings of the Fifth | Four Spatial Regression Models for Yield Monitor Data: A Case;lm, regression;Source: The Las Rosas data files were obtained from https://geodacenter.asu.edu/sdata and converted from ESRI shape files to a flat data.frame. || References: Bongiovanni and Lowenberg-DeBoer (2000). Nitrogen management in corn with a spatial regression model. Proceedings of the Fifth International Conference on Precision Agriculture. Anselin, L., R. Bongiovanni, J. Lowenberg-DeBoer (2004). A spatial econometric approach to the economics of site-specific nitrogen management in corn production. American Journal of Agricultural Economics, 86, 675-687. https://doi.org/10.1111/j.0002-9092.2004.00610.x Lambert, Lowenberg-Deboer, Bongiovanni (2004). A Comparison of Four Spatial Regression Models for Yield Monitor Data: A Case Study from Argentina. Precision Agriculture, 5, 579-600. https://doi.org/10.1007/s11119-004-6344-3 Suman Rakshit, Adrian Baddeley, Katia Stefanova, Karyn Reeves, Kefei Chen, Zhanglong Cao, Fiona Evans, Mark Gibberd (2020). Novel approach to the analysis of spatially-varying treatment effects in on-farm experiments. Field Crops Research, 255, 15 September 2020, 107783. https://doi.org/10.1016/j.fcr.2020.107783 || Description: Yield monitor data for a corn field in Argentina with variable nitrogen. || Details: Corn yield and nitrogen fertilizer treatment with field characteristics for the Las Rosas farm, Rio Cuarto, Cordoba, Argentina. Data has 6 nitro treatments, 3 reps, in strips. Data collected using yield monitor, for harvests in 1999 and 2001. The points within each long strip have been averaged so that the distance between points _within_ a strip is the same as the distance _between_ strips (9.8 meters). The topographic factor a factor with levels W = West slope, HT = Hilltop, E = East slope, LO = Low East. The 'rep' factor in this data was added by hand and did not appear in the original data. Slightly different levels of nitrogen were used in the two years, so the nitrogen factor 'nf' was created to have common levels across years. Published descriptions of the data describe the experiment design as having randomized nitrogen treatments. The nitrogen treatments were randomized within one rep, but the same randomization was used in the other two reps. Anselin et al. used corn grain price of $6.85/quintal and nitrogen cost of $0.4348/kg. The corners of the field in 1999 are: https://www.google.com/maps/place/-33.0501258,-63.8488636 https://www.google.com/maps/place/-33.05229635,-63.84181819 Anselin et al. found a significant response to nitrogen for slope. However, Bongiovanni and Lowenberg-DeBoer (2002) found that slope position was NOT significant in 2001. Used with permission of the ASU GeoDa Center.;;wiki\datasets\r_package_docs\agridat\topics\lasrosas.corn.md;"Lien non DOI ou signal local; verification manuelle requise."
agridat;lasrosas.corn;url;;;https://www.google.com/maps/place/-33.05229635,-63.84181819;;;;;;;;yield ~ long*lat|factor(year | lat~long | yield~nitro|topo | lm(yield ~ 1 + nitro + I(nitro^2 | corn with a spatial regression model. Proceedings of the Fifth | Four Spatial Regression Models for Yield Monitor Data: A Case;lm, regression;Source: The Las Rosas data files were obtained from https://geodacenter.asu.edu/sdata and converted from ESRI shape files to a flat data.frame. || References: Bongiovanni and Lowenberg-DeBoer (2000). Nitrogen management in corn with a spatial regression model. Proceedings of the Fifth International Conference on Precision Agriculture. Anselin, L., R. Bongiovanni, J. Lowenberg-DeBoer (2004). A spatial econometric approach to the economics of site-specific nitrogen management in corn production. American Journal of Agricultural Economics, 86, 675-687. https://doi.org/10.1111/j.0002-9092.2004.00610.x Lambert, Lowenberg-Deboer, Bongiovanni (2004). A Comparison of Four Spatial Regression Models for Yield Monitor Data: A Case Study from Argentina. Precision Agriculture, 5, 579-600. https://doi.org/10.1007/s11119-004-6344-3 Suman Rakshit, Adrian Baddeley, Katia Stefanova, Karyn Reeves, Kefei Chen, Zhanglong Cao, Fiona Evans, Mark Gibberd (2020). Novel approach to the analysis of spatially-varying treatment effects in on-farm experiments. Field Crops Research, 255, 15 September 2020, 107783. https://doi.org/10.1016/j.fcr.2020.107783 || Description: Yield monitor data for a corn field in Argentina with variable nitrogen. || Details: Corn yield and nitrogen fertilizer treatment with field characteristics for the Las Rosas farm, Rio Cuarto, Cordoba, Argentina. Data has 6 nitro treatments, 3 reps, in strips. Data collected using yield monitor, for harvests in 1999 and 2001. The points within each long strip have been averaged so that the distance between points _within_ a strip is the same as the distance _between_ strips (9.8 meters). The topographic factor a factor with levels W = West slope, HT = Hilltop, E = East slope, LO = Low East. The 'rep' factor in this data was added by hand and did not appear in the original data. Slightly different levels of nitrogen were used in the two years, so the nitrogen factor 'nf' was created to have common levels across years. Published descriptions of the data describe the experiment design as having randomized nitrogen treatments. The nitrogen treatments were randomized within one rep, but the same randomization was used in the other two reps. Anselin et al. used corn grain price of $6.85/quintal and nitrogen cost of $0.4348/kg. The corners of the field in 1999 are: https://www.google.com/maps/place/-33.0501258,-63.8488636 https://www.google.com/maps/place/-33.05229635,-63.84181819 Anselin et al. found a significant response to nitrogen for slope. However, Bongiovanni and Lowenberg-DeBoer (2002) found that slope position was NOT significant in 2001. Used with permission of the ASU GeoDa Center.;;wiki\datasets\r_package_docs\agridat\topics\lasrosas.corn.md;"Lien non DOI ou signal local; verification manuelle requise."
agridat;lavoranti.eucalyptus;doi;10.2478/bile-2014-0006;https://doi.org/10.2478/bile-2014-0006;;yes;journal-article;An alternative methodology for imputing missing data in trials with genotype-by-environment interaction: some new aspects;"Sergio Arciniegas-Alarcón; Marisol García-Peña; Wojtek Janusz Krzanowski; Carlos Tadeu dos Santos Dias";2014;Biometrical Letters;Walter de Gruyter GmbH;"height~loc*gen | gen~loc | atraves da reamostragem bootstrap no modelo AMMI, PhD thesis, | # Arciniegas-Alarcon et al use SVD and regression to estimate missing values. | levelplot(height~loc*gen, dat, main=""lavoranti.eucalyptus - GxE heatmap"") | dat <- acast(dat, gen~loc, value.var='height')";ammi, regression;Source: O J Lavoranti (2003). Estabilidade e adaptabilidade fenotipica atraves da reamostragem bootstrap no modelo AMMI, PhD thesis, University of Sao Paulo, Brazil. || References: Arciniegas-Alarcon, S. and Garcia-Pena, M. and dos Santos Dias, C.T. and Krzanowski, W.J. (2010). An alternative methodology for imputing missing data in trials with genotype-by-environment interaction, _Biometrical Letters_, 47, 1-14. https://doi.org/10.2478/bile-2014-0006 || Description: Height of Eucalyptus trees in southern Brazil || Details: The genotypes originated from three different locations in Queensland, Australia, and were tested in southern Brazil. The experiment was conducted as a randomized complete block design with 6 plants per plot and 10 blocks. Mean tree height is reported. The testing locations are described in the following table: Loc City Lat (S) Long (W) Altitude Avg min temp Avg max temp Avg temp (C) Precip (mm) L1 Barra Ribeiro, RS 30.33 51.23 30 9 25 19 1400 L2 Telemaco Borba, PR 24.25 20.48 850 11 26 19 1480 L3 Boa Experanca de Sul, SP 21.95 48.53 540 15 23 21 1300 L4 Guanhaes, MG 18.66 43 900 14 24 19 1600 L5 Ipatinga, MG 19.25 42.33 250 15 24 22 1250 L6 Aracruz, ES 19.8 40.28 50 15 26 24 1360 L7 Cacapva, SP 23.05 45.76 650 14 24 20 1260 Arciniegas-Alarcon (2010) used the 'Ravenshoe' subset of the data to illustrate imputation of missing values.;;wiki\datasets\r_package_docs\agridat\topics\lavoranti.eucalyptus.md;
agridat;laycock.tea.uniformity;local_model_signal;;;;;;;;;;;yield ~ col*row|loc | desplot(dat, yield ~ col*row|loc,;;Source: Laycock, D. H. (1955). The effect of plot shape in reducing the errors of tea experiments. Tropical Agriculture, 32, 107-114. || References: Zimmerman, Dale L., and David A. Harville. (1991). A random field approach to the analysis of field-plot experiments and other spatial experiments. Biometrics, 47, 223-239. || Description: Uniformity trials of tea || Details: Actual physical dimensions for the tea shrubs are not given, so we use an estimate of four feet square for each shrub (which is similar to the ‘eden.tea.uniformity’ experiment). Location 1 (Laycock, page 108) is at the Research Station, Nyasaland. Plots were 10 by 15 bushes, harvested 23 times in 1942. Field length: 8 plots * 10 bushes * 4 feet = 320 feet. Field width: 4 plots * 15 bushes * 4 feet = 240 feet. Location 2 (Laycock page 110) is at Mianga Estate, Nyasaland. Plots were 9 by 11 bushes, harvested 18 times in 1951/52. Field length: 9 plots * 9 bushes * 4 feet = 324 feet. Field width: 6 plots * 11 bushes * 4 feet = 264 feet.;;wiki\datasets\r_package_docs\agridat\topics\laycock.tea.uniformity.md;"Lien non DOI ou signal local; verification manuelle requise."
agridat;lee.potatoblight;url;;;https://opendatacommons.org/licenses/dbcl/1.0/;;;;;;;;y ~ col*row|date | y ~ date|gen | Lee (2009) used a Bayesian model that extends the ordinal | regression of McCullagh to include spatial variation and sigmoid | desplot(dat, y ~ col*row|date, | xyplot(y ~ date|gen, dat, subset=year==1983, group=rep,;bayesian, regression;"Source: Lee, Arier Chi-Lun (2009). Random effects models for ordinal data. Ph.D. thesis, The University of Auckland. https://researchspace.auckland.ac.nz/handle/2292/4544. || Description: Repeated measurements of resistance to potato blight. || Details: These data werre collected from biennial screening trials conducted by the New Zealand Institute of Crop and Food Research at the Pukekohe Field Station. The trials evaluate the resistance of potato cultivars to late blight caused by the fungus _Phytophthora infestans_. In each trial, the damage to necrotic tissue was rated on a 1-9 scale at multiple time points during the growing season. Lee (2009) used a Bayesian model that extends the ordinal regression of McCullagh to include spatial variation and sigmoid logistic curves to model the time dependence of repeated measurements on the same plot. Data from 1989 were not included due to a different trial setup being used. All the trials here were laid out as latinized row-column designs with 4 or 5 reps. Each plot consisted of four seed tubers planted with two Ilam Hardy spread plants in a single row 2 meters long with 76 centimeter spacing between rows. In 1997, 18 plots were lost due to flooding. In 2001, by the end of the season most plants were nearly dead. Note, in plant-breeding, it is common to use a ""breeder code"" for each genotype, which after several years of testing is changed to a registered commercial variety name. For this R package, the Potato Pedigree Database, https://www.plantbreeding.wur.nl/potatopedigree/reverselookup.php, was used to change breeder codes (in early testing) to the variety names used in later testing. For example, among the changes made were the following: Driver 287.12 Kiwitea 064/56 Gladiator 1308.66 Karaka 221.17 Kiwitea 064.56 maybe 064.54 Moonlight 511.1 Pacific 177.3 Red Rascal 1830.11 Rua 155.05 Summit 517.12 White Delight 1949.64 Used with permission of Arier Chi-Lun Lee and John Anderson. Data retrieved from https://researchspace.auckland.ac.nz/handle/2292/5240. Licensed via Open Database License 1.0. (allows sub-licensing). See: https://opendatacommons.org/licenses/dbcl/1.0/";;wiki\datasets\r_package_docs\agridat\topics\lee.potatoblight.md;"Lien non DOI ou signal local; verification manuelle requise."
agridat;lee.potatoblight;url;;;https://researchspace.auckland.ac.nz/handle/2292/4544;;;;;;;;y ~ col*row|date | y ~ date|gen | Lee (2009) used a Bayesian model that extends the ordinal | regression of McCullagh to include spatial variation and sigmoid | desplot(dat, y ~ col*row|date, | xyplot(y ~ date|gen, dat, subset=year==1983, group=rep,;bayesian, regression;"Source: Lee, Arier Chi-Lun (2009). Random effects models for ordinal data. Ph.D. thesis, The University of Auckland. https://researchspace.auckland.ac.nz/handle/2292/4544. || Description: Repeated measurements of resistance to potato blight. || Details: These data werre collected from biennial screening trials conducted by the New Zealand Institute of Crop and Food Research at the Pukekohe Field Station. The trials evaluate the resistance of potato cultivars to late blight caused by the fungus _Phytophthora infestans_. In each trial, the damage to necrotic tissue was rated on a 1-9 scale at multiple time points during the growing season. Lee (2009) used a Bayesian model that extends the ordinal regression of McCullagh to include spatial variation and sigmoid logistic curves to model the time dependence of repeated measurements on the same plot. Data from 1989 were not included due to a different trial setup being used. All the trials here were laid out as latinized row-column designs with 4 or 5 reps. Each plot consisted of four seed tubers planted with two Ilam Hardy spread plants in a single row 2 meters long with 76 centimeter spacing between rows. In 1997, 18 plots were lost due to flooding. In 2001, by the end of the season most plants were nearly dead. Note, in plant-breeding, it is common to use a ""breeder code"" for each genotype, which after several years of testing is changed to a registered commercial variety name. For this R package, the Potato Pedigree Database, https://www.plantbreeding.wur.nl/potatopedigree/reverselookup.php, was used to change breeder codes (in early testing) to the variety names used in later testing. For example, among the changes made were the following: Driver 287.12 Kiwitea 064/56 Gladiator 1308.66 Karaka 221.17 Kiwitea 064.56 maybe 064.54 Moonlight 511.1 Pacific 177.3 Red Rascal 1830.11 Rua 155.05 Summit 517.12 White Delight 1949.64 Used with permission of Arier Chi-Lun Lee and John Anderson. Data retrieved from https://researchspace.auckland.ac.nz/handle/2292/5240. Licensed via Open Database License 1.0. (allows sub-licensing). See: https://opendatacommons.org/licenses/dbcl/1.0/";;wiki\datasets\r_package_docs\agridat\topics\lee.potatoblight.md;"Lien non DOI ou signal local; verification manuelle requise."
agridat;lee.potatoblight;url;;;https://researchspace.auckland.ac.nz/handle/2292/5240;;;;;;;;y ~ col*row|date | y ~ date|gen | Lee (2009) used a Bayesian model that extends the ordinal | regression of McCullagh to include spatial variation and sigmoid | desplot(dat, y ~ col*row|date, | xyplot(y ~ date|gen, dat, subset=year==1983, group=rep,;bayesian, regression;"Source: Lee, Arier Chi-Lun (2009). Random effects models for ordinal data. Ph.D. thesis, The University of Auckland. https://researchspace.auckland.ac.nz/handle/2292/4544. || Description: Repeated measurements of resistance to potato blight. || Details: These data werre collected from biennial screening trials conducted by the New Zealand Institute of Crop and Food Research at the Pukekohe Field Station. The trials evaluate the resistance of potato cultivars to late blight caused by the fungus _Phytophthora infestans_. In each trial, the damage to necrotic tissue was rated on a 1-9 scale at multiple time points during the growing season. Lee (2009) used a Bayesian model that extends the ordinal regression of McCullagh to include spatial variation and sigmoid logistic curves to model the time dependence of repeated measurements on the same plot. Data from 1989 were not included due to a different trial setup being used. All the trials here were laid out as latinized row-column designs with 4 or 5 reps. Each plot consisted of four seed tubers planted with two Ilam Hardy spread plants in a single row 2 meters long with 76 centimeter spacing between rows. In 1997, 18 plots were lost due to flooding. In 2001, by the end of the season most plants were nearly dead. Note, in plant-breeding, it is common to use a ""breeder code"" for each genotype, which after several years of testing is changed to a registered commercial variety name. For this R package, the Potato Pedigree Database, https://www.plantbreeding.wur.nl/potatopedigree/reverselookup.php, was used to change breeder codes (in early testing) to the variety names used in later testing. For example, among the changes made were the following: Driver 287.12 Kiwitea 064/56 Gladiator 1308.66 Karaka 221.17 Kiwitea 064.56 maybe 064.54 Moonlight 511.1 Pacific 177.3 Red Rascal 1830.11 Rua 155.05 Summit 517.12 White Delight 1949.64 Used with permission of Arier Chi-Lun Lee and John Anderson. Data retrieved from https://researchspace.auckland.ac.nz/handle/2292/5240. Licensed via Open Database License 1.0. (allows sub-licensing). See: https://opendatacommons.org/licenses/dbcl/1.0/";;wiki\datasets\r_package_docs\agridat\topics\lee.potatoblight.md;"Lien non DOI ou signal local; verification manuelle requise."
agridat;lee.potatoblight;url;;;https://www.plantbreeding.wur.nl/potatopedigree/reverselookup.php;;;;;;;;y ~ col*row|date | y ~ date|gen | Lee (2009) used a Bayesian model that extends the ordinal | regression of McCullagh to include spatial variation and sigmoid | desplot(dat, y ~ col*row|date, | xyplot(y ~ date|gen, dat, subset=year==1983, group=rep,;bayesian, regression;"Source: Lee, Arier Chi-Lun (2009). Random effects models for ordinal data. Ph.D. thesis, The University of Auckland. https://researchspace.auckland.ac.nz/handle/2292/4544. || Description: Repeated measurements of resistance to potato blight. || Details: These data werre collected from biennial screening trials conducted by the New Zealand Institute of Crop and Food Research at the Pukekohe Field Station. The trials evaluate the resistance of potato cultivars to late blight caused by the fungus _Phytophthora infestans_. In each trial, the damage to necrotic tissue was rated on a 1-9 scale at multiple time points during the growing season. Lee (2009) used a Bayesian model that extends the ordinal regression of McCullagh to include spatial variation and sigmoid logistic curves to model the time dependence of repeated measurements on the same plot. Data from 1989 were not included due to a different trial setup being used. All the trials here were laid out as latinized row-column designs with 4 or 5 reps. Each plot consisted of four seed tubers planted with two Ilam Hardy spread plants in a single row 2 meters long with 76 centimeter spacing between rows. In 1997, 18 plots were lost due to flooding. In 2001, by the end of the season most plants were nearly dead. Note, in plant-breeding, it is common to use a ""breeder code"" for each genotype, which after several years of testing is changed to a registered commercial variety name. For this R package, the Potato Pedigree Database, https://www.plantbreeding.wur.nl/potatopedigree/reverselookup.php, was used to change breeder codes (in early testing) to the variety names used in later testing. For example, among the changes made were the following: Driver 287.12 Kiwitea 064/56 Gladiator 1308.66 Karaka 221.17 Kiwitea 064.56 maybe 064.54 Moonlight 511.1 Pacific 177.3 Red Rascal 1830.11 Rua 155.05 Summit 517.12 White Delight 1949.64 Used with permission of Arier Chi-Lun Lee and John Anderson. Data retrieved from https://researchspace.auckland.ac.nz/handle/2292/5240. Licensed via Open Database License 1.0. (allows sub-licensing). See: https://opendatacommons.org/licenses/dbcl/1.0/";;wiki\datasets\r_package_docs\agridat\topics\lee.potatoblight.md;"Lien non DOI ou signal local; verification manuelle requise."
agridat;lehmann.millet.uniformity;url;;;https://books.google.com/books?id=u_dHAAAAYAAJ;;;;;;;;yield ~ range*plot|year | total ~ range*plot|year | desplot(dat, yield ~ range*plot|year, | desplot(dat, total ~ range*plot|year,;;"Source: Lehmann, A. Ninth Annual Report of the Agricultural Chemist For the Year 1907-08. Department of Agriculture, Mysore State. [2nd-9th] Annual Report of the Agricultural Chemist. https://books.google.com/books?id=u_dHAAAAYAAJ || References: Theodor Roemer (1920). Der Feldversuch. Page 69, table 13. https://www.google.com/books/edition/Arbeiten_der_Deutschen_Landwirtschafts_G/7zBSAQAAMAAJ || Description: Uniformity trial of millet in India, 3 years on same land. || Details: A uniformity experiment of ragi (millet) on the Experimental Farm at Hebbal (near Bangalore). The plots were the same year-over-year. The 6th report P. 2: The plots are 1/10 acre, each 50 links wide and 200 links long. Map (only partially scanned in the pdf). ""A part of the dry lands nearest the tank, which is not quite as uniform as the remainder, is already excluded from the experimental ground proper"". The 7th report P. 12, pdf p. 233: Table 3 has grain/straw yield for 1905. The 9th report P. 1-10 has comments. P. 36-39 have data: Table 1 has grain yield, table 2 total yield of grain and straw. Columns are, left-right, A-F. Rows are, top-bottom, 1-22. The season of 1906 was abnormally wet compared with 1905 and 1907. [9th report] Field width: 6 plots * 200 links Field length: 22 plots * 50 links";;wiki\datasets\r_package_docs\agridat\topics\lehmann.millet.uniformity.md;"Lien non DOI ou signal local; verification manuelle requise."
agridat;lehmann.millet.uniformity;url;;;https://www.google.com/books/edition/Arbeiten_der_Deutschen_Landwirtschafts_G/7zBSAQAAMAAJ;;;;;;;;yield ~ range*plot|year | total ~ range*plot|year | desplot(dat, yield ~ range*plot|year, | desplot(dat, total ~ range*plot|year,;;"Source: Lehmann, A. Ninth Annual Report of the Agricultural Chemist For the Year 1907-08. Department of Agriculture, Mysore State. [2nd-9th] Annual Report of the Agricultural Chemist. https://books.google.com/books?id=u_dHAAAAYAAJ || References: Theodor Roemer (1920). Der Feldversuch. Page 69, table 13. https://www.google.com/books/edition/Arbeiten_der_Deutschen_Landwirtschafts_G/7zBSAQAAMAAJ || Description: Uniformity trial of millet in India, 3 years on same land. || Details: A uniformity experiment of ragi (millet) on the Experimental Farm at Hebbal (near Bangalore). The plots were the same year-over-year. The 6th report P. 2: The plots are 1/10 acre, each 50 links wide and 200 links long. Map (only partially scanned in the pdf). ""A part of the dry lands nearest the tank, which is not quite as uniform as the remainder, is already excluded from the experimental ground proper"". The 7th report P. 12, pdf p. 233: Table 3 has grain/straw yield for 1905. The 9th report P. 1-10 has comments. P. 36-39 have data: Table 1 has grain yield, table 2 total yield of grain and straw. Columns are, left-right, A-F. Rows are, top-bottom, 1-22. The season of 1906 was abnormally wet compared with 1905 and 1907. [9th report] Field width: 6 plots * 200 links Field length: 22 plots * 50 links";;wiki\datasets\r_package_docs\agridat\topics\lehmann.millet.uniformity.md;"Lien non DOI ou signal local; verification manuelle requise."
agridat;lehmann.rice.uniformity;url;;;https://books.google.com/books?id=u_dHAAAAYAAJ;;;;;;;;yield ~ range*plot|year | total ~ range*plot|year | desplot(dat, yield ~ range*plot|year, | desplot(dat, total ~ range*plot|year,;;Source: Lehmann, A. Ninth Annual Report of the Agricultural Chemist For the Year 1907-08. Department of Agriculture, Mysore State. [2nd-9th] Annual Report of the Agricultural Chemist. https://books.google.com/books?id=u_dHAAAAYAAJ || References: Theodor Roemer (1920). Der Feldversuch. Page 68, table 12. https://www.google.com/books/edition/Arbeiten_der_Deutschen_Landwirtschafts_G/7zBSAQAAMAAJ || Description: Uniformity trial of rice in India, 3 years on same land. || Details: A uniformity experiment of paddy rice on the Experimental Farm at Hebbal (near Bangalore). The plots were the same year-over-year. The 6th report P. 2: Plots are 1/10 acre, 50 links wide, 200 links long. The 7th report P. 6 table 1 has yield (pounds) of paddy produced on the wet area of the farm for 1905-196. (No total weight weight is given). The 9th report P. 19 has commenets. P. 47 tables 6 & 7 has grain/total yield for Range B and Range C 1906-1908. Field width: 3 plots * 200 links Field length: 17 plots * 50 links Transcription details: Data values typed and checked by K.Wright 2024.12.09.;;wiki\datasets\r_package_docs\agridat\topics\lehmann.rice.uniformity.md;"Lien non DOI ou signal local; verification manuelle requise."
agridat;lehmann.rice.uniformity;url;;;https://www.google.com/books/edition/Arbeiten_der_Deutschen_Landwirtschafts_G/7zBSAQAAMAAJ;;;;;;;;yield ~ range*plot|year | total ~ range*plot|year | desplot(dat, yield ~ range*plot|year, | desplot(dat, total ~ range*plot|year,;;Source: Lehmann, A. Ninth Annual Report of the Agricultural Chemist For the Year 1907-08. Department of Agriculture, Mysore State. [2nd-9th] Annual Report of the Agricultural Chemist. https://books.google.com/books?id=u_dHAAAAYAAJ || References: Theodor Roemer (1920). Der Feldversuch. Page 68, table 12. https://www.google.com/books/edition/Arbeiten_der_Deutschen_Landwirtschafts_G/7zBSAQAAMAAJ || Description: Uniformity trial of rice in India, 3 years on same land. || Details: A uniformity experiment of paddy rice on the Experimental Farm at Hebbal (near Bangalore). The plots were the same year-over-year. The 6th report P. 2: Plots are 1/10 acre, 50 links wide, 200 links long. The 7th report P. 6 table 1 has yield (pounds) of paddy produced on the wet area of the farm for 1905-196. (No total weight weight is given). The 9th report P. 19 has commenets. P. 47 tables 6 & 7 has grain/total yield for Range B and Range C 1906-1908. Field width: 3 plots * 200 links Field length: 17 plots * 50 links Transcription details: Data values typed and checked by K.Wright 2024.12.09.;;wiki\datasets\r_package_docs\agridat\topics\lehmann.rice.uniformity.md;"Lien non DOI ou signal local; verification manuelle requise."
agridat;lehner.soybeanmold;doi;10.1111/ppa.12590;https://doi.org/10.1111/ppa.12590;;yes;journal-article;Meta‐analytic modelling of the incidence–yield and incidence–sclerotial production relationships in soybean white mould epidemics;"M. S. Lehner; S. J. Pethybridge; M. C. Meyer; E. M. Del Ponte";2017;Plant Pathology;Wiley;yield ~ mold|study | sclerotia ~ mold|study | lmer(yield ~ mold # overall slope + (1+mold |study | xyplot(yield ~ mold|study, dat, type=c('p','r'), | # xyplot(sclerotia ~ mold|study, dat, type=c('p','r')) | segplot(factor(study) ~ conf.low+conf.high, data=cors,;lmer, mixed model;Source: Lehner, M. S., Pethybridge, S. J., Meyer, M. C., & Del Ponte, E. M. (2016). Meta-analytic modelling of the incidence-yield and incidence-sclerotial production relationships in soybean white mould epidemics. _Plant Pathology_. doi:10.1111/ppa.12590 || References: Full commented code and analysis https://emdelponte.github.io/paper-white-mold-meta-analysis/ || Description: Yield, white mold, and sclerotia for soybeans in Brazil || Details: Data are the mean of 4 reps. Original source (Portuguese) https://ainfo.cnptia.embrapa.br/digital/bitstream/item/101371/1/Ensaios-cooperativos-de-controle-quimico-de-mofo-branco-na-cultura-da-soja-safras-2009-a-2012.pdf Data included here via GPL3 license.;;wiki\datasets\r_package_docs\agridat\topics\lehner.soybeanmold.md;
agridat;lehner.soybeanmold;url;;;https://ainfo.cnptia.embrapa.br/digital/bitstream/item/101371/1/Ensaios-cooperativos-de-controle-quimico-de-mofo-branco-na-cultura-da-soja-safras-2009-a-2012.pdf;;;;;;;;yield ~ mold|study | sclerotia ~ mold|study | lmer(yield ~ mold # overall slope + (1+mold |study | xyplot(yield ~ mold|study, dat, type=c('p','r'), | # xyplot(sclerotia ~ mold|study, dat, type=c('p','r')) | segplot(factor(study) ~ conf.low+conf.high, data=cors,;lmer, mixed model;Source: Lehner, M. S., Pethybridge, S. J., Meyer, M. C., & Del Ponte, E. M. (2016). Meta-analytic modelling of the incidence-yield and incidence-sclerotial production relationships in soybean white mould epidemics. _Plant Pathology_. doi:10.1111/ppa.12590 || References: Full commented code and analysis https://emdelponte.github.io/paper-white-mold-meta-analysis/ || Description: Yield, white mold, and sclerotia for soybeans in Brazil || Details: Data are the mean of 4 reps. Original source (Portuguese) https://ainfo.cnptia.embrapa.br/digital/bitstream/item/101371/1/Ensaios-cooperativos-de-controle-quimico-de-mofo-branco-na-cultura-da-soja-safras-2009-a-2012.pdf Data included here via GPL3 license.;;wiki\datasets\r_package_docs\agridat\topics\lehner.soybeanmold.md;"Lien non DOI ou signal local; verification manuelle requise."
