package;dataset;package_dataset_pairs;reference_type;doi;doi_url;source_url;doi_verified;doi_type;paper_or_book_title;authors;year;venue;publisher;model_or_equation_found_locally;model_keywords;detected_reference;local_raw_match;doc_path;verification_note;selection_score;selection_spatial_terms;selection_spatiotemporal_terms;selection_model_terms
agridat;lasrosas.corn;agridat::lasrosas.corn;doi;10.1111/j.0002-9092.2004.00610.x;https://doi.org/10.1111/j.0002-9092.2004.00610.x;;yes;journal-article;A Spatial Econometric Approach to the Economics of Site‐Specific Nitrogen Management in Corn Production;"Luc Anselin; Rodolfo Bongiovanni; Jess Lowenberg‐DeBoer";2004;American Journal of Agricultural Economics;Wiley;yield ~ long*lat|factor(year | lat~long | yield~nitro|topo | lm(yield ~ 1 + nitro + I(nitro^2 | corn with a spatial regression model. Proceedings of the Fifth | Four Spatial Regression Models for Yield Monitor Data: A Case;lm, regression;Source: The Las Rosas data files were obtained from https://geodacenter.asu.edu/sdata and converted from ESRI shape files to a flat data.frame. || References: Bongiovanni and Lowenberg-DeBoer (2000). Nitrogen management in corn with a spatial regression model. Proceedings of the Fifth International Conference on Precision Agriculture. Anselin, L., R. Bongiovanni, J. Lowenberg-DeBoer (2004). A spatial econometric approach to the economics of site-specific nitrogen management in corn production. American Journal of Agricultural Economics, 86, 675-687. https://doi.org/10.1111/j.0002-9092.2004.00610.x Lambert, Lowenberg-Deboer, Bongiovanni (2004). A Comparison of Four Spatial Regression Models for Yield Monitor Data: A Case Study from Argentina. Precision Agriculture, 5, 579-600. https://doi.org/10.1007/s11119-004-6344-3 Suman Rakshit, Adrian Baddeley, Katia Stefanova, Karyn Reeves, Kefei Chen, Zhanglong Cao, Fiona Evans, Mark Gibberd (2020). Novel approach to the analysis of spatially-varying treatment effects in on-farm experiments. Field Crops Research, 255, 15 September 2020, 107783. https://doi.org/10.1016/j.fcr.2020.107783 || Description: Yield monitor data for a corn field in Argentina with variable nitrogen. || Details: Corn yield and nitrogen fertilizer treatment with field characteristics for the Las Rosas farm, Rio Cuarto, Cordoba, Argentina. Data has 6 nitro treatments, 3 reps, in strips. Data collected using yield monitor, for harvests in 1999 and 2001. The points within each long strip have been averaged so that the distance between points _within_ a strip is the same as the distance _between_ strips (9.8 meters). The topographic factor a factor with levels W = West slope, HT = Hilltop, E = East slope, LO = Low East. The 'rep' factor in this data was added by hand and did not appear in the original data. Slightly different levels of nitrogen were used in the two years, so the nitrogen factor 'nf' was created to have common levels across years. Published descriptions of the data describe the experiment design as having randomized nitrogen treatments. The nitrogen treatments were randomized within one rep, but the same randomization was used in the other two reps. Anselin et al. used corn grain price of $6.85/quintal and nitrogen cost of $0.4348/kg. The corners of the field in 1999 are: https://www.google.com/maps/place/-33.0501258,-63.8488636 https://www.google.com/maps/place/-33.05229635,-63.84181819 Anselin et al. found a significant response to nitrogen for slope. However, Bongiovanni and Lowenberg-DeBoer (2002) found that slope position was NOT significant in 2001. Used with permission of the ASU GeoDa Center.;;wiki\datasets\r_package_docs\agridat\topics\lasrosas.corn.md;;6;spatial;;anova, model, regression
agridat;lasrosas.corn;agridat::lasrosas.corn;doi;10.1007/s11119-004-6344-3;https://doi.org/10.1007/s11119-004-6344-3;;yes;journal-article;A Comparison of Four Spatial Regression Models for Yield Monitor Data: A Case Study from Argentina;"Dayton M. Lambert; James Lowenberg-Deboer; Rodolfo Bongiovanni";2004;Precision Agriculture;Springer Science and Business Media LLC;yield ~ long*lat|factor(year | lat~long | yield~nitro|topo | lm(yield ~ 1 + nitro + I(nitro^2 | corn with a spatial regression model. Proceedings of the Fifth | Four Spatial Regression Models for Yield Monitor Data: A Case;lm, regression;Source: The Las Rosas data files were obtained from https://geodacenter.asu.edu/sdata and converted from ESRI shape files to a flat data.frame. || References: Bongiovanni and Lowenberg-DeBoer (2000). Nitrogen management in corn with a spatial regression model. Proceedings of the Fifth International Conference on Precision Agriculture. Anselin, L., R. Bongiovanni, J. Lowenberg-DeBoer (2004). A spatial econometric approach to the economics of site-specific nitrogen management in corn production. American Journal of Agricultural Economics, 86, 675-687. https://doi.org/10.1111/j.0002-9092.2004.00610.x Lambert, Lowenberg-Deboer, Bongiovanni (2004). A Comparison of Four Spatial Regression Models for Yield Monitor Data: A Case Study from Argentina. Precision Agriculture, 5, 579-600. https://doi.org/10.1007/s11119-004-6344-3 Suman Rakshit, Adrian Baddeley, Katia Stefanova, Karyn Reeves, Kefei Chen, Zhanglong Cao, Fiona Evans, Mark Gibberd (2020). Novel approach to the analysis of spatially-varying treatment effects in on-farm experiments. Field Crops Research, 255, 15 September 2020, 107783. https://doi.org/10.1016/j.fcr.2020.107783 || Description: Yield monitor data for a corn field in Argentina with variable nitrogen. || Details: Corn yield and nitrogen fertilizer treatment with field characteristics for the Las Rosas farm, Rio Cuarto, Cordoba, Argentina. Data has 6 nitro treatments, 3 reps, in strips. Data collected using yield monitor, for harvests in 1999 and 2001. The points within each long strip have been averaged so that the distance between points _within_ a strip is the same as the distance _between_ strips (9.8 meters). The topographic factor a factor with levels W = West slope, HT = Hilltop, E = East slope, LO = Low East. The 'rep' factor in this data was added by hand and did not appear in the original data. Slightly different levels of nitrogen were used in the two years, so the nitrogen factor 'nf' was created to have common levels across years. Published descriptions of the data describe the experiment design as having randomized nitrogen treatments. The nitrogen treatments were randomized within one rep, but the same randomization was used in the other two reps. Anselin et al. used corn grain price of $6.85/quintal and nitrogen cost of $0.4348/kg. The corners of the field in 1999 are: https://www.google.com/maps/place/-33.0501258,-63.8488636 https://www.google.com/maps/place/-33.05229635,-63.84181819 Anselin et al. found a significant response to nitrogen for slope. However, Bongiovanni and Lowenberg-DeBoer (2002) found that slope position was NOT significant in 2001. Used with permission of the ASU GeoDa Center.;;wiki\datasets\r_package_docs\agridat\topics\lasrosas.corn.md;;6;spatial;;anova, model, regression
agridat;besag.endive;agridat::besag.endive;doi;10.1198/1061860043029;https://doi.org/10.1198/1061860043029;;yes;journal-article;Likelihood Estimation and Inference for the Autologistic Model;"N Friel; A. N Pettitt";2004;Journal of Computational and Graphical Statistics;Informa UK Limited;"disease~col*row | Z ~ 0+X | asreml(pres ~ 1, data=dat2, resid = ~ar1(xf | desplot(dat, disease~col*row, | m1 <- autologistic(Z ~ 0+X, A=A, control=list(confint=""none"")) | m2 <- asreml(pres ~ 1, data=dat2,";;Source: J Besag (1978). Some Methods of Statistical Analysis for Spatial Data. _Bulletin of the International Statistical Institute_, 47, 77-92. || References: N Friel & A. N Pettitt (2004). Likelihood Estimation and Inference for the Autologistic Model. _Journal of Computational and Graphical Statistics_, 13:1, 232-246. https://doi.org/10.1198/1061860043029 || Description: Presence of footroot disease in an endive field || Details: In a field of endives, does each plant have footrot, or not? Data are binary on a lattice of 14 x 179 plants. Modeled as an autologistic distribution. We assume the endives are a single genotype. Besag (1978) may have had data taken at 4 time points. This data was extracted from Friel and Pettitt. It is not clear what, if any, time point was used. Friel does not give the dimensions. Besag is not available.;;wiki\datasets\r_package_docs\agridat\topics\besag.endive.md;;4;spatial;;model
agridat;stroup.nin;agridat::stroup.nin;doi;10.1198/108571102780;https://doi.org/10.1198/108571102780;;yes;journal-article;Power analysis based on spatial effects mixed models: A tool for comparing design and analysis strategies in the presence of spatial variability;W. W. Stroup;2002;Journal of Agricultural, Biological, and Environmental Statistics;Springer Science and Business Media LLC;"yield~col*row | yield ~ 0 + gen | asreml(yield ~ gen, random = ~ rep, data=dat, na.action=na.method(x=""omit"" | asreml(yield~gen, data=dat, residual = ~ar1(xf | yield ~ gen | desplot(dat, yield~col*row,";prediction, spatial model;"Source: Stroup, Walter W., P Stephen Baenziger, Dieter K Mulitze (1994) Removing Spatial Variation from Wheat Yield Trials: A Comparison of Methods. _Crop Science_, 86:62-66. https://doi.org/10.2135/cropsci1994.0011183X003400010011x || References: Littell, R.C. and Milliken, G.A. and Stroup, W.W. and Wolfinger, R.D. 1996. _SAS system for mixed models_, SAS Institute, Cary, NC. Jose Pinheiro and Douglas Bates, 2000, _Mixed Effects Models in S and S-Plus_, Springer. Butler, D., B R Cullis, A R Gilmour, B J Goegel. (2004) _Spatial Analysis Mixed Models for S language environments_ W. W. Stroup (2002). Power Analysis Based on Spatial Effects Mixed Models: A Tool for Comparing Design and Analysis Strategies in the Presence of Spatial Variability. _Journal of Agricultural, Biological, and Environmental Statistics_, 7(4), 491-511. https://doi.org/10.1198/108571102780 || Description: The yield data from an advanced Nebraska Intrastate Nursery (NIN) breeding trial conducted at Alliance, Nebraska, in 1988/89. || Details: Four replicates of 19 released cultivars, 35 experimental wheat lines and 2 additional triticale lines were laid out in a 22 row by 11 column rectangular array of plots. The varieties were allocated to the plots using a randomised complete block (RCB) design. Each plot was sown in four rows 4.3 m long and 0.3 m apart. Plots were trimmed down to 2.4 m in length before harvest. The orientation of the plots is not clear from the paper, but the data in Littel et al are given in meters and make the orientation clear. Field length: 11 plots * 4.3 m = 47.3 m Field width: 22 plots * 1.2 m = 26.4 m All plots with missing data are coded as being gen = ""Lancer"". (For ASREML, missing plots need to be included for spatial analysis and the level of 'gen' needs to be one that is already in the data.) These data were first analyzed by Stroup et al (1994) and subsequently by Littell et al (1996, page 321), Pinheiro and Bates (2000, page 260), and Butler et al (2004). This version of the data give the yield in bushels per acre. The yield values published in Stroup et al (1994) are expressed in kg/ha. For wheat, 1 bu/ac = 67.25 kg/ha. Some of the gen names are different in Stroup et al (1994). (Sometimes an experimental genotype is given a new name when it is released for commercial use.) At a minimum, the following differences in gen names should be noted: stroup.nin Stroup et al NE83498 Rawhide KS831374 Karl Some published versions of the data use long/lat instead of col/row. To obtain the correct value of 'long', multiply 'col' by 1.2. To obtain the correct value of 'lat', multiply 'row' by 4.3. Relatively low yields were clustered in the northwest corner, which is explained by a low rise in this part of the field, causing increased exposure to winter kill from wind damage and thus depressed yield. The genotype 'Buckskin' is a known superior variety, but was disadvantaged by assignment to unfavorable locations within the blocks. Note that the figures in Stroup 2002 claim to be based on this data, but the number of rows and columns are both off by 1 and the positions of Buckskin as shown in Stroup 2002 do not appear to be quite right.";;wiki\datasets\r_package_docs\agridat\topics\stroup.nin.md;;6;spatial;;mixed, model, prediction
ade4;pcw;ade4::pcw | vegan::BCI;doi;10.1126/science.1066854;https://doi.org/10.1126/science.1066854;;yes;journal-article;Beta-Diversity in Tropical Forest Trees;"Richard Condit; Nigel Pitman; Egbert G. Leigh; Jérôme Chave; John Terborgh; Robin B. Foster; Percy Núñez; Salomón Aguilar";2002;Science;American Association for the Advancement of Science (AAAS);;;Source: Condit, R., N. Pitman, E. G. Leigh, J. Chave, J. Terborgh, R. B. Foster, P. Núnez, S. Aguilar, R. Valencia, G. Villa, H. C. Muller-Landau, E. Losos, and S. P. Hubbell. (2002) Beta-diversity in tropical forest trees. _Science_, *295*, 666-669. Pyke, C. R., R. Condit, S. Aguilar, and S. Lao. (2001) Floristic composition across a climatic gradient in a neotropical lowland forest. _Journal of Vegetation Science_, *12*, 553-566. || References: Dray, S., R. Pélissier, P. Couteron, M. J. Fortin, P. Legendre, P. R. Peres-Neto, E. Bellier, R. Bivand, F. G. Blanchet, M. De Caceres, A. B. Dufour, E. Heegaard, T. Jombart, F. Munoz, J. Oksanen, J. Thioulouse, and H. H. Wagner. (2012) Community ecology in the age of multivariate multiscale spatial analysis. _Ecological Monographs_, *82*, 257-275. || Description: Abundance of tropical trees, environmental variables and spatial coordinates for 50 sites. Data are available at doi:10.1126/science.1066854 <https://doi.org/10.1126/science.1066854> but plots from Barro Colorado Island were removed.;;wiki\datasets\r_package_docs\ade4\topics\pcw.md;;6;coordinates, spatial;;
agridat;theobald.covariate;agridat::theobald.covariate;doi;10.1198/108571102230;https://doi.org/10.1198/108571102230;;yes;journal-article;A bayesian approach to regional and local-area prediction from crop variety trials;"Chris M. Theobald; Mike Talbot; Fabian Nabugoomu";2002;Journal of Agricultural, Biological, and Environmental Statistics;Springer Science and Business Media LLC;yield ~ chu|gen | lmer(yield ~ -1 + gen + (1|year/env | env~gen | Bayesian Approach to Regional and Local-Area Prediction From Crop | xyplot(yield ~ chu|gen, dat, type=c('p','smooth'), | m0 <- lmer(yield ~ -1 + gen + (1|year/env) + (1|gen:year), data=dat);bayesian, lmer, prediction;Source: Chris M. Theobald and Mike Talbot and Fabian Nabugoomu, 2002. A Bayesian Approach to Regional and Local-Area Prediction From Crop Variety Trials. Journ Agric Biol Env Sciences, 7, 403-419. https://doi.org/10.1198/108571102230 || Description: Corn silage yields for maize in 5 years at 7 districts for 10 hybrids. || Details: The trials were carried out in seven districts in the maritime provinces of Eastern Canada. Different fields were used in successive years. The covariate CHU (Corn Heat Units) is the accumulated average daily temperatures (thousands of degrees Celsius) during the growing season at each location.;;wiki\datasets\r_package_docs\agridat\topics\theobald.covariate.md;;5;regional;;bayesian, prediction
vegan;BCI;vegan::BCI;doi;10.2307/3237007;https://doi.org/10.2307/3237007;;yes;journal-article;Floristic composition across a climatic gradient in a neotropical lowland forest;"Christopher R. Pyke; Richard Condit; Salomón Aguilar; Suzanne Lao";2001;Journal of Vegetation Science;Wiley;;;Source: <https://www.science.org/doi/10.1126/science.1066854> for community data and References for environmental data. For updated complete data (incl. thinner trees down to 1 cm), see Condit et al. (2019). || References: Condit, R, Pitman, N, Leigh, E.G., Chave, J., Terborgh, J., Foster, R.B., Nuñez, P., Aguilar, S., Valencia, R., Villa, G., Muller-Landau, H.C., Losos, E. & Hubbell, S.P. (2002). Beta-diversity in tropical forest trees. _Science_ 295, 666-669. Condit R., Pérez, R., Aguilar, S., Lao, S., Foster, R. & Hubbell, S. (2019). Complete data from the Barro Colorado 50-ha plot: 423617 trees, 35 years [Dataset]. _Dryad_. doi:10.15146/5xcp-0d46 <https://doi.org/10.15146/5xcp-0d46> Condit, R., Aguilar, S., Lao, S., Foster, R., Hubbell, S. (2020). BCI 50-ha Plot Taxonomy [Dataset]. _Dryad_. doi:10.15146/R3FH61 <https://doi.org/10.15146/R3FH61> Harms K.E., Condit R., Hubbell S.P. & Foster R.B. (2001) Habitat associations of trees and shrubs in a 50-ha neotropical forest plot. _J. Ecol._ 89, 947-959. Kress W.J., Erickson D.L, Jones F.A., Swenson N.G, Perez R., Sanjur O. & Bermingham E. (2009) Plant DNA barcodes and a community phylogeny of a tropical forest dynamics plot in Panama. _PNAS_ 106, 18621-18626. Pyke, C. R., Condit, R., Aguilar, S., & Lao, S. (2001). Floristic composition across a climatic gradient in a neotropical lowland forest. _Journal of Vegetation Science_ 12, 553-566. doi:10.2307/3237007 <https://doi.org/10.2307/3237007> Zanne A.E., Tank D.C., Cornwell, W.K., Eastman J.M., Smith, S.A., FitzJohn, R.G., McGlinn, D.J., O’Meara, B.C., Moles, A.T., Reich, P.B., Royer, D.L., Soltis, D.E., Stevens, P.F., Westoby, M., Wright, I.J., Aarssen, L., Bertin, R.I., Calaminus, A., Govaerts, R., Hemmings, F., Leishman, M.R., Oleksyn, J., Soltis, P.S., Swenson, N.G., Warman, L. & Beaulieu, J.M. (2014) Three keys to the radiation of angiosperms into freezing environments. _Nature_ 506, 89-92. doi:10.1038/nature12872 <https://doi.org/10.1038/nature12872> (published online Dec 22, 2013). || Description: Tree counts in 1-hectare plots in the Barro Colorado Island and associated site information. || Details: Data give the numbers of trees at least 10 cm in diameter at breast height (DBH) in each one hectare quadrat in the 1982 BCI plot. Within each plot, all individuals were tallied and are recorded in this table. The full survey included smaller trees with DBH 1 cm or larger, but the ‘BCI’ dataset is a subset of larger trees as compiled by Condit et al. (2002). The full data with thinner trees has densities above 4000 stems per hectare, or about ten times more stems than these data. The dataset ‘BCI’ was provided (in 2003) to illustrate analysis methods in ‘vegan’. For scientific research on ecological issues we strongly recommend to access complete and more modern data (Condit et al. 2019) with updated taxonomy (Condit et al. 2020). The data frame contains only the Barro Colorado Island subset of the full data table of Condit et al. (2002). The quadrats are located in a regular grid. See ‘BCI.env’ for the coordinates. A full description of the site information in ‘BCI.env’ is given in Pyke et al. (2001) and Harms et al. (2001). _N.B._ Pyke et al. (2001) and Harms et al. (2001) give conflicting information about forest age categories and elevation.;;wiki\datasets\r_package_docs\vegan\topics\BCI.md;;3;coordinates;;
plm;Cigar;plm::Cigar;doi;10.1162/003465300558551;https://doi.org/10.1162/003465300558551;;yes;journal-article;To Pool or Not to Pool: Homogeneous Versus Heterogeneous Estimators Applied to Cigarette Demand;"Badi H. Baltagi; James M. Griffin; Weiwen Xiong";2000;Review of Economics and Statistics;MIT Press - Journals;;;Source: Online complements to Baltagi (2001): <https://www.wiley.com/legacy/wileychi/baltagi/> Online complements to Baltagi (2013): <https://bcs.wiley.com/he-bcs/Books?action=resource&bcsId=4338&itemId=1118672321&resourceId=13452> || References: Baltagi BH (2001). _Econometric Analysis of Panel Data_, 3rd edition. John Wiley and Sons ltd. Baltagi BH (2013). _Econometric Analysis of Panel Data_, 5th edition. John Wiley and Sons ltd. Baltagi B, Levin D (1992). “Cigarette taxation: Raising revenues and reducing consumption.” _Structural Change and Economic Dynamics_, *3*(2), 321-335. <https://doi.org/10.1016/0954-349X(92)90010-4>. Baltagi BH, Griffin JM, Xiong W (2000). “To Pool or Not to Pool: Homogeneous Versus Heterogeneous Estimators Applied to Cigarette Demand.” _The Review of Economics and Statistics_, *82*(1), 117-126. doi:10.1162/003465300558551 <https://doi.org/10.1162/003465300558551>, https://doi.org/10.1162/003465300558551. || Description: a panel of 46 observations from 1963 to 1992 || Details: _total number of observations_ : 1380 _observation_ : regional _country_ : United States;;wiki\datasets\r_package_docs\plm\topics\Cigar.md;;7;regional;panel;
agridat;holland.arthropods;agridat::holland.arthropods;doi;10.1017/s0007485399000656;https://doi.org/10.1017/s0007485399000656;;yes;journal-article;The within-field spatial and temporal distribution of arthropods in winter wheat;"J.M. Holland; J.N. Perry; L. Winder";1999;Bulletin of Entomological Research;Cambridge University Press (CUP);linyphiidae ~ col*row | n.brevicollis ~ col*row | linyphiidae~ col*row | collembola ~ col*row | carabidae ~ col*row | lycosidae ~ col*row;;Source: Holland J. M., Perry J. N., Winder, L. (1999). The within-field spatial and temporal distribution of arthropods within winter wheat. Bulletin of Entomological Research, 89: 499-513. Figure 3 (large grid in 1996). https://doi.org/10.1017/S0007485399000656 || Description: Counts of arthropods in a grid-sampled wheat field || Details: Arthropods were sampled at 30m x 30m grid in a wheat field near Wimborne, Dorest, UK on 6 dates in Jun/Jul 1996. Arthropod counts were aggregated across the 6 dates. Holland et al. used SADIE (Spatial Analysis by Distance Indices) to look for spatial patterns. Significant patterns were found for N. brevicollis, Carabidae, Lycosidae. The Lycosidae counts were also significantly associated with weed cover. Used with permission of John Holland.;;wiki\datasets\r_package_docs\agridat\topics\holland.arthropods.md;;7;spatial;temporal;
agridat;besag.elbatan;agridat::besag.elbatan | agridat::besag.met;doi;10.1111/1467-9868.00201;https://doi.org/10.1111/1467-9868.00201;;yes;journal-article;Bayesian Analysis of Agricultural Field Experiments;"Julian Besag; David Higdon";1999;Journal of the Royal Statistical Society Series B: Statistical Methodology;Oxford University Press (OUP);yield~col*row | yield~row|col | lm(yield ~ 0 + gen + factor(col | gam(yield ~ -1 + gen + factor(col | https://web.archive.org/web/19991008143232/www.stat.duke.edu/~higdon/trials/elbatan.dat | Julian Besag and D Higdon, 1999. Bayesian Analysis of;bayesian, gam, lm, prediction;Source: Julian Besag and D Higdon, 1999. Bayesian Analysis of Agricultural Field Experiments, Journal of the Royal Statistical Society: Series B,61, 691-746. Table 1. https://doi.org/10.1111/1467-9868.00201 || References: Wilkinson 1984. Besag & Seheult 1989. || Description: RCB experiment of wheat, 50 varieties in 3 blocks with strong spatial trend. || Details: RCB experiment on wheat at El Batan, Mexico. There are three single-column replicates with 50 varieties in each replicate. Plot dimensions are not given by Besag. Data retrieved from https://web.archive.org/web/19991008143232/www.stat.duke.edu/~higdon/trials/elbatan.dat Used with permission of David Higdon.;;wiki\datasets\r_package_docs\agridat\topics\besag.elbatan.md;;5;spatial;;bayesian, prediction
agridat;verbyla.lupin;agridat::verbyla.lupin;doi;10.1111/1467-9876.00154;https://doi.org/10.1111/1467-9876.00154;;yes;journal-article;The Analysis of Designed Experiments and Longitudinal Data by Using Smoothing Splines;"Arũnas P. Verbyla; Brian R. Cullis; Michael G. Kenward; Sue J. Welham";1999;Journal of the Royal Statistical Society Series C: Applied Statistics;Oxford University Press (OUP);gen~col+row|site | yield ~ rate|loc*gen | asreml(yield ~ 1 + site + linrate + site:linrate, data = dat, random = ~ spl(rate | desplot(dat, gen~col+row|site, | foo <- xyplot(yield ~ rate|loc*gen, data=dat, subset=year==92, | m0 <- asreml(yield ~ 1;variogram;"Source: Arunas P. Verbyla and Brian R. Cullis and Michael G. Kenward and Sue J. Welham, (1999). The analysis of designed experiments and longitudinal data by using smoothing splines. Appl. Statist., 48, 269-311. https://doi.org/10.1111/1467-9876.00154 Arunas P. Verbyla and Brian R. Cullis and Michael G. Kenward and Sue J. Welham, (1997). The analysis of designed experiments and longitudinal data by using smoothing splines. University of Adelaide, Department of Statistics, Research Report 97/4. https://https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.56.808 || Description: Yield of 9 varieties of lupin at different planting densities across 2 years and multiple locations. || Details: Nine varieties of lupin were tested for yield response to plant density at 11 sites. The target density in 1991 was 10, 20, ..., 60 plants per m^2, and in 1992 was 20, 30, ..., 70 plants per m^2. Plot dimensions are not given. The variety Myallie was grown only in 1992. Each site had 2 reps in 1991 and 3 reps in 1992. Each rep was laid out as a factorial RCB design; one randomization was used for all sites in 1991 and one (different) randomization was used for all sites in 1992. (This was confirmed with the principal investigator.) In 1991 at the Mt. Barker location, the data for columns 5 and 6 was discarded due to problems with weeds. Variety 'Myallie' was called '84L:439' in Verbyla 1997. The year of release for the varieties is Unicrop 1973 Illyarrie 1979 Yandee 1980 Danja 1986 Gungurru 1988 Yorrel 1989 Warrah 1989 Merrit 1991 Myallie 1995 Data retrieved Oct 2010 from https://www.blackwellpublishers.co.uk/rss. (No longer available). Used with permission of Blackwell Publishing.";;wiki\datasets\r_package_docs\agridat\topics\verbyla.lupin.md;;4;;longitudinal;
agridat;gotway.hessianfly;agridat::gotway.hessianfly;doi;10.2307/1400401;https://doi.org/10.2307/1400401;;yes;journal-article;A Generalized Linear Model Approach to Spatial Data Analysis and Prediction;"C. A. Gotway; W. W. Stroup";1997;Journal of Agricultural, Biological, and Environmental Statistics;Springer Science and Business Media LLC;prop~long*lat | glmer(cbind(y, n-y | C. A. Gotway and W. W. Stroup. A Generalized Linear Model | Approach to Spatial Data Analysis and Prediction _Journal of | desplot(dat, prop~long*lat, | m1 = HLCor(cbind(y, n-y) ~ 1 + gen + (1|block) + Matern(1|long+lat),;generalized linear, glmer, prediction;Source: C. A. Gotway and W. W. Stroup. A Generalized Linear Model Approach to Spatial Data Analysis and Prediction _Journal of Agricultural, Biological, and Environmental Statistics_, 2, 157-178. https://doi.org/10.2307/1400401 || References: The GLIMMIX procedure. https://www.ats.ucla.edu/stat/SAS/glimmix.pdf || Description: Hessian fly damage to wheat varieties || Details: The response is binomial. Each plot was square.;;wiki\datasets\r_package_docs\agridat\topics\gotway.hessianfly.md;;7;spatial;;generalized linear, glm, model, prediction
agridat;stroup.nin;agridat::stroup.nin;doi;10.2135/cropsci1994.0011183x003400010011x;https://doi.org/10.2135/cropsci1994.0011183x003400010011x;;yes;journal-article;Removing Spatial Variation from Wheat Yield Trials: A Comparison of Methods;"Walter W. Stroup; P. Stephen Baenziger; Dieter K. Mulitze";1994;Crop Science;Wiley;"yield~col*row | yield ~ 0 + gen | asreml(yield ~ gen, random = ~ rep, data=dat, na.action=na.method(x=""omit"" | asreml(yield~gen, data=dat, residual = ~ar1(xf | yield ~ gen | desplot(dat, yield~col*row,";prediction, spatial model;"Source: Stroup, Walter W., P Stephen Baenziger, Dieter K Mulitze (1994) Removing Spatial Variation from Wheat Yield Trials: A Comparison of Methods. _Crop Science_, 86:62-66. https://doi.org/10.2135/cropsci1994.0011183X003400010011x || References: Littell, R.C. and Milliken, G.A. and Stroup, W.W. and Wolfinger, R.D. 1996. _SAS system for mixed models_, SAS Institute, Cary, NC. Jose Pinheiro and Douglas Bates, 2000, _Mixed Effects Models in S and S-Plus_, Springer. Butler, D., B R Cullis, A R Gilmour, B J Goegel. (2004) _Spatial Analysis Mixed Models for S language environments_ W. W. Stroup (2002). Power Analysis Based on Spatial Effects Mixed Models: A Tool for Comparing Design and Analysis Strategies in the Presence of Spatial Variability. _Journal of Agricultural, Biological, and Environmental Statistics_, 7(4), 491-511. https://doi.org/10.1198/108571102780 || Description: The yield data from an advanced Nebraska Intrastate Nursery (NIN) breeding trial conducted at Alliance, Nebraska, in 1988/89. || Details: Four replicates of 19 released cultivars, 35 experimental wheat lines and 2 additional triticale lines were laid out in a 22 row by 11 column rectangular array of plots. The varieties were allocated to the plots using a randomised complete block (RCB) design. Each plot was sown in four rows 4.3 m long and 0.3 m apart. Plots were trimmed down to 2.4 m in length before harvest. The orientation of the plots is not clear from the paper, but the data in Littel et al are given in meters and make the orientation clear. Field length: 11 plots * 4.3 m = 47.3 m Field width: 22 plots * 1.2 m = 26.4 m All plots with missing data are coded as being gen = ""Lancer"". (For ASREML, missing plots need to be included for spatial analysis and the level of 'gen' needs to be one that is already in the data.) These data were first analyzed by Stroup et al (1994) and subsequently by Littell et al (1996, page 321), Pinheiro and Bates (2000, page 260), and Butler et al (2004). This version of the data give the yield in bushels per acre. The yield values published in Stroup et al (1994) are expressed in kg/ha. For wheat, 1 bu/ac = 67.25 kg/ha. Some of the gen names are different in Stroup et al (1994). (Sometimes an experimental genotype is given a new name when it is released for commercial use.) At a minimum, the following differences in gen names should be noted: stroup.nin Stroup et al NE83498 Rawhide KS831374 Karl Some published versions of the data use long/lat instead of col/row. To obtain the correct value of 'long', multiply 'col' by 1.2. To obtain the correct value of 'lat', multiply 'row' by 4.3. Relatively low yields were clustered in the northwest corner, which is explained by a low rise in this part of the field, causing increased exposure to winter kill from wind damage and thus depressed yield. The genotype 'Buckskin' is a known superior variety, but was disadvantaged by assignment to unfavorable locations within the blocks. Note that the figures in Stroup 2002 claim to be based on this data, but the number of rows and columns are both off by 1 and the positions of Buckskin as shown in Stroup 2002 do not appear to be quite right.";;wiki\datasets\r_package_docs\agridat\topics\stroup.nin.md;;6;spatial;;mixed, model, prediction
