source_language;source_catalogue;final_category;final_sheet;package;bundle;main_object;dataset_key;dataset;main_file_or_entry;role;keep;description_bundle;description;theme;n;k;useful_variable_count;useful_variables;variables;geometry_type;has_geometry;has_coordinates;coordinate_columns;has_place_name_if_no_geometry;place_name_columns;has_datetime;datetime_columns;has_y;candidate_y_variables;has_multiple_x;candidate_x_variables;auxiliary_files;local_files;duplicate_in_r;r_match;curation_decision;curation_reason;source;source_url;inventory_status;download_status
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;burgueno.alpha;burgueno.alpha;;;;main_table;;Incomplete block alpha design;;agronomie / agriculture;48;6;6;rep, block, row, col, gen, yield;rep, block, row, col, gen, yield;;No;No;;No;;No;;Yes;yield;Yes;rep, block, row, col, gen;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;J Burgueno, A Cadena, J Crossa, M Banziger, A Gilmour, B Cullis. 2000. User's guide for spatial analysis of field variety trials using ASREML. CIMMYT. https://books.google.com/books?id=PR_tYCFyLCYC&pg=PA1;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;burgueno.rowcol;burgueno.rowcol;;;;main_table;;Row-column design;;agronomie / agriculture;128;5;5;rep, row, col, gen, yield;rep, row, col, gen, yield;;No;No;;No;;No;;Yes;yield;Yes;rep, row, col, gen;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;J Burgueno, A Cadena, J Crossa, M Banziger, A Gilmour, B Cullis (2000). User's guide for spatial analysis of field variety trials using ASREML. CIMMYT.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;burgueno.unreplicated;burgueno.unreplicated;;;;main_table;;Field experiment with unreplicated genotypes plus one repeated check.;;agronomie / agriculture;434;4;4;gen, col, row, yield;gen, col, row, yield;;No;No;;No;;No;;Yes;yield;Yes;gen, col, row;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;J Burgueno, A Cadena, J Crossa, M Banziger, A Gilmour, B Cullis (2000). User's guide for spatial analysis of field variety trials using ASREML. CIMMYT.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;butron.maize;butron.maize;;;;main_table;;Multi-environment trial of maize with pedigrees;;environnement / climat;245;5;5;gen, male, female, env, yield;gen, male, female, env, yield;;No;No;;No;;No;;Yes;yield;Yes;gen, male, female, env;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Butron, A and Velasco, P and Ordas, A and Malvar, RA (2004). Yield evaluation of maize cultivars across environments with different levels of pink stem borer infestation. Crop Science, 44, 741-747. https://doi.org/10.2135/cropsci2004.7410;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;byers.apple;byers.apple;;;;main_table;;Diameters of apples;;biodiversite / ecologie;480;6;5;tree, apple, size, appleid, diameter;tree, apple, size, appleid, time, diameter;;No;No;;No;;Yes;time;Yes;tree;Yes;apple, size, appleid, diameter;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Schabenberger, Oliver and Francis J. Pierce. 2002. _Contemporary Statistical Models for the Plant and Soil Sciences_. CRC Press, Boca Raton, FL.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;caribbean.maize;caribbean.maize;;;;main_table;;Multi-environment trial of maize with fertilization;;environnement / climat;612;10;10;isle, site, block, plot, trt, ears, yield, N, P, K;isle, site, block, plot, trt, ears, yield, N, P, K;;No;No;;No;;No;;Yes;yield;Yes;isle, site, block, plot, trt, ears, N, P, K;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;D.F. Andrews and A.M. Herzberg. 1985. Data: A Collection of Problems from Many Fields for the Student and Research Worker. Springer. Table 58.1 and 58.2.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;carlson.germination;carlson.germination;;;;main_table;;Germination of alfalfa seeds at various salt concentrations;;agronomie / agriculture;120;3;3;gen, germ, nacl;gen, germ, nacl;;No;No;;No;;No;;Yes;gen;Yes;germ, nacl;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Carlson, JR and Ditterline, RL and Martin, JM and Sands, DC and Lund, RE. (1983). Alfalfa Seed Germination in Antibiotic Agar Containing NaCl. _Crop science_, 23, 882-885. https://doi.org/10.2135/cropsci1983.0011183X002300050016x;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;carmer.density;carmer.density;;;;main_table;;Nonlinear maize yield-density model;;agronomie / agriculture;32;3;3;gen, pop, yield;gen, pop, yield;;No;No;;No;;No;;Yes;pop, yield;No;gen;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;S G Carmer and J A Jackobs (1965). An Exponential Model for Predicting Optimum Plant Density and Maximum Corn Yield. _Agronomy Journal_, 57, 241-244. https://doi.org/10.2134/agronj1965.00021962005700030003x;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;chakravertti.factorial;chakravertti.factorial;;;;main_table;;Factorial experiment of rice, 3x5x3x3;;agronomie / agriculture;405;7;6;block, yield, gen, treat, seeds, spacing;block, yield, date, gen, treat, seeds, spacing;;No;No;;No;;Yes;date;Yes;yield;Yes;block, gen, treat, seeds, spacing;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Chakravertti, S. C. and S. S. Bose and P. C. Mahalanobis (1936). A complex experiment on rice at the Chinsurah farm, Bengal, 1933-34. The Indian Journal of Agricultural Science, 6, 34-51. https://archive.org/details/in.ernet.dli.2015.271737/page/n83/mode/2up;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;chinloy.fractionalfactorial;chinloy.fractionalfactorial;;;;main_table;;Fractional factorial of sugarcane, 1/3 3^5 = 3x3x3x3x3;;agronomie / agriculture;81;10;10;yield, block, row, col, trt, n, p, k, b, m;yield, block, row, col, trt, n, p, k, b, m;;No;No;;No;;No;;Yes;yield;Yes;block, row, col, trt, n, p, k, b, m;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;T. Chinloy, R. F. Innes and D. J. Finney. (1953). An example of fractional replication in an experiment on sugar cane manuring. Journ Agricultural Science, 43, 1-11. https://doi.org/10.1017/S0021859600044567;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;christidis.competition;christidis.competition;;;;main_table;;Competition between varieties in cotton;;agronomie / agriculture;270;8;8;plot, plotrow, block, row, col, gen, yield, height;plot, plotrow, block, row, col, gen, yield, height;;No;No;;No;;No;;Yes;yield;Yes;plot, plotrow, block, row, col, gen, height;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Christidis, Basil G (1935). Intervarietal competition in yield trials with cotton. _The Journal of Agricultural Science_, 25, 231-237. Table 1. https://doi.org/10.1017/S0021859600009710;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;christidis.cotton.uniformity;christidis.cotton.uniformity;;;;main_table;;Uniformity trial of cotton;;agronomie / agriculture;1024;4;4;col, row, yield, block;col, row, yield, block;;No;No;;No;;No;;Yes;yield;Yes;col, row, block;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Christidis, B. G. (1939). Variability of Plots of Various Shapes as Affected by Plot Orientation. Empire Journal of Experimental Agriculture 7: 330-342. Table 1.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;christidis.wheat.uniformity;christidis.wheat.uniformity;;;;main_table;;Uniformity trial of wheat;;agronomie / agriculture;288;3;3;row, col, yield;row, col, yield;;No;No;;No;;No;;Yes;yield;Yes;row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Christidis, Basil G (1931). The importance of the shape of plots in field experimentation. _The Journal of Agricultural Science_, 21, 14-37. Table VI, p. 28. https://dx.doi.org/10.1017/S0021859600007942;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;cochran.beets;cochran.beets;;;;main_table;;Yield and number of plants in a sugarbeet fertilizer experiment;;biodiversite / ecologie;42;4;4;fert, block, yield, plants;fert, block, yield, plants;;No;No;;No;;No;;Yes;yield;Yes;fert, block, plants;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;George Snedecor (1946). _Statisitcal Methods_, 4th ed. Table 12.13, p. 332.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;cochran.bib;cochran.bib;;;;main_table;;Multi-environment trial of corn, balanced incomplete block design;;environnement / climat;52;3;3;loc, gen, yield;loc, gen, yield;;No;No;;No;;No;;Yes;yield;Yes;loc, gen;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;North Carolina Agricultural Experiment Station, United States Department of Agriculture.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;cochran.crd;cochran.crd;;;;main_table;;Potato scab infection with sulfur treatments;;agronomie / agriculture;32;4;4;inf, trt, row, col;inf, trt, row, col;;No;No;;No;;No;;Yes;inf;Yes;trt, row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;W.G. Cochran and G. Cox, 1957. _Experimental Designs_, 2nd ed. John Wiley, New York.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;cochran.eelworms;cochran.eelworms;;;;main_table;;Counts of eelworms before and after fumigant treatments;;agronomie / agriculture;48;10;10;block, row, col, fumigant, dose, initial, final, grain, straw, weeds;block, row, col, fumigant, dose, initial, final, grain, straw, weeds;;No;No;;No;;No;;Yes;block;Yes;row, col, fumigant, dose, initial, final, grain, straw, weeds;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Cochran and Cox, 1950. _Experimental Designs_. Table 3.1.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;cochran.factorial;cochran.factorial;;;;main_table;;Factorial experiment of beans, 2x2x2x2;;agronomie / agriculture;32;8;8;rep, block, trt, yield, d, n, p, k;rep, block, trt, yield, d, n, p, k;;No;No;;No;;No;;Yes;yield;Yes;rep, block, trt, d, n, p, k;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Cochran, W.G. and Cox, G.M. (1957), Experimental Designs, 2nd ed., Wiley and Sons, New York, p. 160.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;cochran.latin;cochran.latin;;;;main_table;;Latin square design in wheat;;agronomie / agriculture;36;4;4;row, col, operator, diff;row, col, operator, diff;;No;No;;No;;No;;Yes;row;Yes;col, operator, diff;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Cochran, W.G. and Cox, G.M. (1957), _Experimental Designs_, 2nd ed., Wiley and Sons, New York.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;cochran.wireworms;cochran.wireworms;;;;main_table;;Wireworms controlled by fumigants in a latin square;;agronomie / agriculture;25;4;4;row, col, trt, worms;row, col, trt, worms;;No;No;;No;;No;;Yes;row;Yes;col, trt, worms;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;W. G. Cochran (1938). Some difficulties in the statistical analysis of replicated experiments. _Empire Journal of Experimental Agriculture_, 6, 157-175.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;connolly.potato;connolly.potato;;;;main_table;;Potato yields in single-drill plots;;agronomie / agriculture;80;6;6;rep, gen, row, col, yield, matur;rep, gen, row, col, yield, matur;;No;No;;No;;No;;Yes;yield;Yes;rep, gen, row, col, matur;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Connolly, T and Currie, ID and Bradshaw, JE and McNicol, JW. (1993). Inter-plot competition in yield trials of potatoes _Solanum tuberosum L._ with single-drill plots. Annals of Applied Biology, 123, 367-377.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;coombs.rice.uniformity;coombs.rice.uniformity;;;;main_table;;Uniformity trial of rice in Malaysia;;agronomie / agriculture;54;3;3;row, col, yield;row, col, yield;;No;No;;No;;No;;Yes;yield;Yes;row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Coombs, G. E. and J. Grantham (1916). Field Experiments and the Interpretation of their results. The Agriculture Bulletin of the Federated Malay States, No 7. https://www.google.com/books/edition/The_Agricultural_Bulletin_of_the_Federat/M2E4AQAAMAAJ;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;cornelius.maize;cornelius.maize;;;;main_table;;Multi-environment trial of maize for 9 cultivars at 20 locations.;;environnement / climat;180;3;3;env, gen, yield;env, gen, yield;;No;No;;No;;No;;Yes;yield;Yes;env, gen;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;P L Cornelius and J Crossa and M S Seyedsadr. (1996). Statistical Tests and Estimators of Multiplicative Models for Genotype-by-Environment Interaction. Book: _Genotype-by-Environment Interaction_. Pages 199-234.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;corsten.interaction;corsten.interaction;;;;main_table;;Multi-environment trial of corn;;environnement / climat;140;3;3;gen, loc, yield;gen, loc, yield;;No;No;;No;;No;;Yes;yield;Yes;gen, loc;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;L C A Corsten and J B Denis, (1990). Structuring Interaction in Two-Way Tables By Clustering. Biometrics, 46, 207-215. Table 1. https://doi.org/10.2307/2531644;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;cox.stripsplit;cox.stripsplit;;;;main_table;;Strip-split-plot of barley with fertilizer, calcium, and soil factors.;;environnement / climat;96;5;5;rep, soil, fert, calcium, yield;rep, soil, fert, calcium, yield;;No;No;;No;;No;;Yes;yield;Yes;rep, soil, fert, calcium;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Comes from the notes of Gertrude Cox and A. Rotti.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;cramer.cucumber;cramer.cucumber;;;;main_table;;Cucumber yields and quantitative traits;;biodiversite / ecologie;24;9;9;cycle, rep, plants, flowers, branches, leaves, totalfruit, culledfruit, earlyfruit;cycle, rep, plants, flowers, branches, leaves, totalfruit, culledfruit, earlyfruit;;No;No;;No;;No;;Yes;cycle;Yes;rep, plants, flowers, branches, leaves, totalfruit, culledfruit, earlyfruit;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Christopher S. Cramer, Todd C. Wehner, and Sandra B. Donaghy. 1999. Path Coefficient Analysis of Quantitative Traits. In: Handbook of Formulas and Software for Plant Geneticists and Breeders, page 89.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;crampton.pig;crampton.pig;;;;main_table;;Weight gain in pigs for different treatments;;agronomie / agriculture;50;5;5;treatment, rep, weight1, feed, weight2;treatment, rep, weight1, feed, weight2;;No;No;;No;;No;;Yes;treatment;Yes;rep, weight1, feed, weight2;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Crampton, EW and Hopkins, JW. (1934). The Use of the Method of Partial Regression in the Analysis of Comparative Feeding Trial Data, Part II. The Journal of Nutrition, 8, 113-123. https://doi.org/10.1093/jn/8.3.329;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;crossa.wheat;crossa.wheat;;;;main_table;;Multi-environment trial of wheat for 18 genotypes at 25 locations;;environnement / climat;450;5;5;loc, locgroup, gen, gengroup, yield;loc, locgroup, gen, gengroup, yield;;No;No;;No;;No;;Yes;yield;Yes;loc, locgroup, gen, gengroup;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Crossa, J and Fox, PN and Pfeiffer, WH and Rajaram, S and Gauch Jr, HG. (1991). AMMI adjustment for statistical analysis of an international wheat yield trial. Theoretical and Applied Genetics, 81, 27-37. https://doi.org/10.1007/BF00226108;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;cullis.earlygen;cullis.earlygen;;;;main_table;;Early generation variety trial in wheat;;agronomie / agriculture;670;6;6;gen, row, col, entry, yield, weed;gen, row, col, entry, yield, weed;;No;No;;No;;No;;Yes;yield;Yes;gen, row, col, entry, weed;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Brian R. Cullis, Warwick J. Lill, John A. Fisher, Barbara J. Read and Alan C. Gleeson (1989). A New Procedure for the Analysis of Early Generation Variety Trials. _Journal of the Royal Statistical Society. Series C (Applied Statistics)_, 38, 361-375. https://doi.org/10.2307/2348066;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;damesa.maize;damesa.maize;;;;main_table;;Incomplete-block experiment of maize in Ethiopia.;;agronomie / agriculture;264;8;8;site, rep, block, plot, gen, row, col, yield;site, rep, block, plot, gen, row, col, yield;;No;No;;No;;No;;Yes;yield;Yes;site, rep, block, plot, gen, row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Tigist Mideksa Damesa, Jens Möhring, Mosisa Worku, Hans-Peter Piepho (2017). One Step at a Time: Stage-Wise Analysis of a Series of Experiments. Agronomy J, 109, 845-857. https://doi.org/10.2134/agronj2016.07.0395;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;darwin.maize;darwin.maize;;;;main_table;;Darwin's maize data of crossed/inbred plant heights;;biodiversite / ecologie;30;4;4;pot, pair, type, height;pot, pair, type, height;;No;No;;No;;No;;Yes;pot;Yes;pair, type, height;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Darwin, C. R. 1876. _The effects of cross and self fertilisation in the vegetable kingdom_. London: John Murray. Page 16. https://darwin-online.org.uk/converted/published/1881_Worms_F1357/1876_CrossandSelfFertilisation_F1249/1876_CrossandSelfFertilisation_F1249.html;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;dasilva.maize;dasilva.maize;;;;main_table;;Multi-environment trial of maize;;environnement / climat;1485;4;4;env, rep, gen, yield;env, rep, gen, yield;;No;No;;No;;No;;Yes;yield;Yes;env, rep, gen;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;A Bayesian Shrinkage Approach for AMMI Models. Carlos Pereira da Silva, Luciano Antonio de Oliveira, Joel Jorge Nuvunga, Andrezza Kellen Alves Pamplona, Marcio Balestre. Plos One. Supplemental material. https://doi.org/10.1371/journal.pone.0131414 Used via license: Creative Commons BY-SA.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;dasilva.soybean.uniformity;dasilva.soybean.uniformity;;;;main_table;;Uniformity trial of soybean;;agronomie / agriculture;1152;3;3;row, col, yield;row, col, yield;;No;No;;No;;No;;Yes;yield;Yes;row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Enedino Correa da Silva. (1974). Estudo do tamanho e forma de parcelas para experimentos de soja (Plot size and shape for soybean yield trials). Pesquisa Agropecuaria Brasileira, Serie Agronomia, 9, 49-59. Table 3, page 52-53. https://seer.sct.embrapa.br/index.php/pab/article/view/17250;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;davidian.soybean;davidian.soybean;;;;main_table;;Growth of soybean varieties in 3 years;;agronomie / agriculture;412;5;3;plot, variety, weight;plot, variety, year, day, weight;;No;No;;No;;Yes;year, day;Yes;plot;Yes;variety, weight;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Marie Davidian and D. M. Giltinan, (1995). _Nonlinear Models for Repeated Measurement Data_. Chapman and Hall, London. Electronic version retrieved from https://www4.stat.ncsu.edu/~davidian/data/soybean.dat;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;davies.pasture.uniformity;davies.pasture.uniformity;;;;main_table;;Uniformity trial of pasture.;;agronomie / agriculture;760;3;3;row, col, yield;row, col, yield;;No;No;;No;;No;;Yes;yield;Yes;row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;J. Griffiths Davies (1931). The Experimental Error of the Yield from Small Plots of Natural Pasture. Council for Scientific and Industrial Research (Aust.) Bulletin 48. Table 1.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;day.wheat.uniformity;day.wheat.uniformity;;;;main_table;;Uniformity trial of wheat;;agronomie / agriculture;3100;4;4;row, col, grain, straw;row, col, grain, straw;;No;No;;No;;No;;Yes;row;Yes;col, grain, straw;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;James Westbay Day (1916). The relation of size, shape, and number of replications of plats to probable error in field experimentation. Dissertation, University of Missouri. Table 1, page 22. https://hdl.handle.net/10355/56391;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;denis.missing;denis.missing;;;;main_table;;Multi-environment trial with structured missing values;;environnement / climat;130;3;3;env, gen, yield;env, gen, yield;;No;No;;No;;No;;Yes;yield;Yes;env, gen;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Denis, J. B. and C P Baril, 1992, Sophisticated models with numerous missing values: The multiplicative interaction model as an example. Biul. Oceny Odmian, 24-25, 7-31.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;denis.ryegrass;denis.ryegrass;;;;main_table;;Multi-environment trial of perennial ryegrass in France;;environnement / climat;147;3;3;gen, loc, strength;gen, loc, strength;;No;No;;No;;No;;Yes;gen;Yes;loc, strength;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Jean-Baptiste Denis and John C. Gower, 1996. Asymptotic confidence regions for biadditive models: interpreting genotype-environment interaction, _Applied Statistics_, 45, 479-493. https://doi.org/10.2307/2986069;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;depalluel.sheep;depalluel.sheep;;;;main_table;;Latin square of four breeds of sheep with four diets;;biodiversite / ecologie;32;5;4;food, animal, breed, weight;food, animal, breed, weight, date;;No;No;;No;;Yes;date;Yes;food;Yes;animal, breed, weight;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;M. Crette de Palluel (1788). On the advantage and economy of feeding sheep in the house with roots. _Annals of Agriculture_, 14, 133-139. https://books.google.com/books?id=LXIqAAAAYAAJ&pg=PA133;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;devries.pine;devries.pine;;;;main_table;;Graeco-Latin Square experiment in pine;;agronomie / agriculture;36;7;7;block, row, col, spacing, thinning, volume, growth;block, row, col, spacing, thinning, volume, growth;;No;No;;No;;No;;Yes;block;Yes;row, col, spacing, thinning, volume, growth;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;P.G. De Vries, J.W. Hildebrand, N.R. De Graaf. (1978). Analysis of 11 years growth of carribbean pine in a replicated Graeco-Latin square spacing-thinning experiment in Surinam. Page 46, 51. https://edepot.wur.nl/287590;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;digby.jointregression;digby.jointregression;;;;main_table;;Multi-environment trial of wheat;;environnement / climat;134;3;3;gen, env, yield;gen, env, yield;;No;No;;No;;No;;Yes;yield;Yes;gen, env;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Digby, P.G.N. (1979). Modified joint regression analysis for incomplete variety x environment data. _Journal of Agricultural Science_, 93, 81-86. https://doi.org/10.1017/S0021859600086159;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;diggle.cow;diggle.cow;;;;main_table;;Bodyweight of cows in a 2-by-2 factorial experiment;;biodiversite / ecologie;598;5;4;animal, iron, infect, weight;animal, iron, infect, weight, day;;No;No;;No;;Yes;day;Yes;animal;Yes;iron, infect, weight;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Diggle, P. J., Liang, K.-Y., & Zeger, S. L. (1994). _Analysis of Longitudinal Data_. Page 100-101. Retrieved Oct 2011 from https://www.maths.lancs.ac.uk/~diggle/lda/Datasets/;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;draper.safflower.uniformity;draper.safflower.uniformity;;;;main_table;;Uniformity trial of safflower;;agronomie / agriculture;640;4;4;expt, row, col, yield;expt, row, col, yield;;No;No;;No;;No;;Yes;yield;Yes;expt, row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Arlen D. Draper. (1959). Optimum plot size and shape for safflower yield tests. Dissertation. University of Arizona. https://hdl.handle.net/10150/319371 Page 53-56.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;ducker.groundnut.uniformity;ducker.groundnut.uniformity;;;;main_table;;Uniformity trial of groundnut;;agronomie / agriculture;215;3;3;row, col, yield;row, col, yield;;No;No;;No;;No;;Yes;yield;Yes;row, col;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Rothamsted Research Library, Box STATS17 WG Cochran, Folder 2.;;;
R;software_r_catalog_curated_workbook.xlsx;ML non spatial;ML_non_spatial;agridat;durban.competition;durban.competition;;;;main_table;;Sugar beet yields with competition effects;;agronomie / agriculture;114;5;5;gen, col, block, wheel, yield;gen, col, block, wheel, yield;;No;No;;No;;No;;Yes;yield;Yes;gen, col, block, wheel;;;;;ML non spatial;Pas de geometrie/coordonnees/auxiliaire spatial, mais assez de variables pour du ML classique.;Durban, M., Currie, I. and R. Kempton, 2001. Adjusting for fertility and competition in variety trials. J. of Agricultural Science, 136, 129-140.;;;
