package;dataset_key;dataset;main_file_or_entry;role;keep;description;source_url;variables;auxiliary_files;local_files;n;k;geometry_type;has_geometry;has_coordinates;coordinate_columns;has_multiple_x;candidate_x_variables;has_y;candidate_y_variables;has_place_name_if_no_geometry;place_name_columns;has_datetime;datetime_columns;inventory_status;download_status;theme
geodatasets;geoda.orlando2;orlando2;geoda.orlando2;main_dataset_catalog_entry;yes;1998 and 2001 Zip Code Business Patterns (Census Bureau) for Orlando, FL MSA;https://geodacenter.github.io/data-and-lab//data/OrlandoMSA2.zip;ZIP, PO_NAME, STATE, POP2001, MSA, EST98, EMP98, EFLAG98, PAY98, EST01, EMP01, EFLAG01, PAY01, CBSA_CODE, MAN98, MAN98_12, MAN98_39, MAN01, MAN01_12, MAN01_39, MAN98US, MAN98US12, MAN98US39, MAN01US, MANUS01_12, MANUS01_39, OFF98, OFF98_12, OFF98_39, OFF01, OFF01_12, OFF01_39, OFF98US, OFF98US12, OFF98US39, OFF01US, OFFUS01_12, OFFUS01_39, INFO98, INFO98_12, INFO98_39, INFO01, INFO01_12, INFO01_39, INFO98US, INFO98US12, INFO98US39, INFO01US, INFOUS01_1, INFOUS01_3, INDEX, NUMSEC, EST98_0, EST01_0, PCTNGE, PCTIME, PCTCSE, PCTGRO, ID, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_orlando2.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_orlando2.geojson;94;60;Polygon;Yes;No;;Yes;MSA, EST98, EMP98, EFLAG98, PAY98, EST01, EMP01, EFLAG01, PAY01, MAN98, MAN98_12, MAN98_39, MAN01, MAN01_12, MAN01_39, MAN98US, MAN98US12, MAN98US39, MAN01US, MANUS01_12, MANUS01_39, OFF98, OFF98_12, OFF98_39, OFF01, OFF01_12, OFF01_39, OFF98US, OFF98US12, OFF98US39, OFF01US, OFFUS01_12, OFFUS01_39, INFO98, INFO98_12, INFO98_39, INFO01, INFO01_12, INFO01_39, INFO98US, INFO98US12, INFO98US39, INFO01US, INFOUS01_1, INFOUS01_3, INDEX, NUMSEC, EST98_0, EST01_0, PCTNGE, PCTCSE, PCTGRO;Yes;POP2001;No;ZIP, PO_NAME, STATE, CBSA_CODE, ID;Yes;PCTIME;listed_from_geodatasets_catalog;extracted_csv_geojson;socio-economie / demographie
geodatasets;geoda.oz9799;oz9799;geoda.oz9799;main_dataset_catalog_entry;yes;Monthly ozone data, 1997-99;https://geodacenter.github.io/data-and-lab//data/oz9799.zip;;;;30;78;Point;Yes;No;;No;;No;;No;;No;;listed_from_geodatasets_catalog;extract_failed;a qualifier manuellement
geodatasets;geoda.phoenix_acs;phoenix_acs;geoda.phoenix_acs;main_dataset_catalog_entry;yes;Phoenix American Community Survey Data (2010, 5-year averages);https://geodacenter.github.io/data-and-lab//data/phx2.zip;ALAND10, AWATER10, GEOID10, NAMELSAD10, pop_dens, inc, inc_error, pct_error, renter_rt, pop, white_rt, black_rt, hisp_rt, fem_nh_rt, vac_hsu_rt, hsu, l_pct_err, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_phoenix_acs.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_phoenix_acs.geojson;985;18;Polygon;Yes;No;;Yes;ALAND10, AWATER10, inc, inc_error, pct_error, white_rt, black_rt, hisp_rt, fem_nh_rt, vac_hsu_rt, hsu, l_pct_err;Yes;pop_dens, renter_rt, pop;No;GEOID10, NAMELSAD10;Yes;;listed_from_geodatasets_catalog;extracted_csv_geojson;socio-economie / demographie
geodatasets;geoda.police;police;geoda.police;main_dataset_catalog_entry;yes;Police expenditures Mississippi counties;https://geodacenter.github.io/data-and-lab//data/police.zip;AREA, PERIMETER, CNTY_, CNTY_ID, NAME, STATE_NAME, STATE_FIPS, CNTY_FIPS, FIPS, FIPSNO, POLICE, POP, TAX, TRANSFER, INC, CRIME, UNEMP, OWN, COLLEGE, WHITE, COMMUTE, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_police.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_police.geojson;82;22;Polygon;Yes;No;;Yes;AREA, PERIMETER, CNTY_, POLICE, TAX, TRANSFER, INC, UNEMP, OWN, COLLEGE, WHITE, COMMUTE;Yes;POP, CRIME;No;CNTY_ID, NAME, STATE_NAME, STATE_FIPS, CNTY_FIPS, FIPS, FIPSNO;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;a qualifier manuellement
geodatasets;geoda.sacramento1;sacramento1;geoda.sacramento1;main_dataset_catalog_entry;yes;2000 Census Tract Data for Sacramento MSA;https://geodacenter.github.io/data-and-lab//data/sacramento.zip;FIPS, MSA, TOT_POP, POP_16, POP_65, WHITE_, BLACK_, ASIAN_, HISP_, MULTI_RA, MALES, FEMALES, MALE1664, FEM1664, EMPL16, EMP_AWAY, EMP_HOME, EMP_29, EMP_30, EMP16_2, EMP_MALE, EMP_FEM, OCC_MAN, OCC_OFF1, OCC_INFO, HH_INC, POV_POP, POV_TOT, HSG_VAL, FIPSNO, POLYID, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_sacramento1.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_sacramento1.geojson;403;32;Polygon;Yes;No;;Yes;MSA, WHITE_, BLACK_, ASIAN_, HISP_, MULTI_RA, MALES, FEMALES, MALE1664, FEM1664, EMPL16, EMP_AWAY, EMP_HOME, EMP_29, EMP_30, EMP16_2, EMP_MALE, EMP_FEM, OCC_MAN, OCC_OFF1, OCC_INFO, HH_INC, POV_TOT, HSG_VAL, POLYID;Yes;TOT_POP, POP_16, POP_65, POV_POP;No;FIPS, FIPSNO;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;socio-economie / demographie
geodatasets;geoda.sacramento2;sacramento2;geoda.sacramento2;main_dataset_catalog_entry;yes;1998 and 2001 Zip Code Business Patterns (Census Bureau) for Sacramento MSA;https://geodacenter.github.io/data-and-lab//data/SacramentoMSA2.zip;ZIP, PO_NAME, STATE, POP2001, MSA, EST98_2, EMP98_2, EFLAG98_2, PAY98_2, EST01_2, EMP01_2, EFLAG01_2, PAY01_2, MAN98_, MAN98_12_, MAN98_39_, MAN01_, MAN01_12_, MAN01_39_, MAN98US_, MAN98US12_, MAN98US39, MAN01US, MANUS0112_, MANUS0139, OFF98_, OFF98_12_, OFF98_39_, OFF01_, OFF01_12_, OFF01_39_, OFF98US_, OFF98US12_, OFF98US39_, OFF01US_, OFFUS0112_, OFFUS0139_, INFO98_, INFO98_12_, INFO9839_, INFO01_, INFO01_12_, INFO01_39_, INFO98US_, INF98US12_, INF98US39_, INFO01US_, INFOUS01_, INFUS0139_, INDEX, NUMSEC, EST98, EST01, PCTNGE, PCTIME, PCTCSE, PCTGRO, ID, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_sacramento2.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_sacramento2.geojson;125;59;Polygon;Yes;No;;Yes;MSA, EST98_2, EMP98_2, EFLAG98_2, PAY98_2, EST01_2, EMP01_2, EFLAG01_2, PAY01_2, MAN98_, MAN98_12_, MAN98_39_, MAN01_, MAN01_12_, MAN01_39_, MAN98US_, MAN98US12_, MAN98US39, MAN01US, MANUS0112_, MANUS0139, OFF98_, OFF98_12_, OFF98_39_, OFF01_, OFF01_12_, OFF01_39_, OFF98US_, OFF98US12_, OFF98US39_, OFF01US_, OFFUS0112_, OFFUS0139_, INFO98_, INFO98_12_, INFO9839_, INFO01_, INFO01_12_, INFO01_39_, INFO98US_, INF98US12_, INF98US39_, INFO01US_, INFOUS01_, INFUS0139_, INDEX, NUMSEC, EST98, EST01, PCTNGE, PCTCSE, PCTGRO;Yes;POP2001;No;ZIP, PO_NAME, STATE, ID;Yes;PCTIME;listed_from_geodatasets_catalog;extracted_csv_geojson;socio-economie / demographie
geodatasets;geoda.savannah1;savannah1;geoda.savannah1;main_dataset_catalog_entry;yes;2000 Census Tract Data for Savannah, GA MSA and counties;https://geodacenter.github.io/data-and-lab//data/SavannahMSA.zip;FIPS, MSA, TOT_POP, POP_16, POP_65, WHITE_, BLACK_, ASIAN_, HISP_, MUTLI_RA, MALES, FEMALES, MALE1664, FEM1664, EMPL16, EMP_AWAY, EMP_HOME, EMP_29, EMP_30, EMP16_2, EMP_MALE, EMP_FEM, OCC_MAN, OCC_OFF1, OCC_INFO, HH_INC, POV_POP, POV_TOT, HSG_VAL, POLYID, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_savannah1.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_savannah1.geojson;77;31;Polygon;Yes;No;;Yes;MSA, WHITE_, BLACK_, ASIAN_, HISP_, MUTLI_RA, MALES, FEMALES, MALE1664, FEM1664, EMPL16, EMP_AWAY, EMP_HOME, EMP_29, EMP_30, EMP16_2, EMP_MALE, EMP_FEM, OCC_MAN, OCC_OFF1, OCC_INFO, HH_INC, POV_TOT, HSG_VAL, POLYID;Yes;TOT_POP, POP_16, POP_65, POV_POP;No;FIPS;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;socio-economie / demographie
geodatasets;geoda.savannah2;savannah2;geoda.savannah2;main_dataset_catalog_entry;yes;1998 and 2001 Zip Code Business Patterns (Census Bureau) for Savannah, GA MSA;https://geodacenter.github.io/data-and-lab//data/SavannahMSA2.zip;ZIP, PO_NAME, STATE, POP2001, MSA, EST98, EMP98, EFLAG98, PAY98, EST01, EMP01, EFLAG01, PAY01, CBSA_CODE, MAN98, MAN98_12, MAN98_39, MAN01, MAN01_12, MAN01_39, MAN98US, MAN98US12, MAN98US39, MAN01US, MANUS01_12, MANUS01_39, OFF98, OFF98_12, OFF98_39, OFF01, OFF01_12, OFF01_39, OFF98US, OFF98US12, OFF98US39, OFF01US, OFFUS01_12, OFFUS01_39, INFO98, INFO98_12, INFO98_39, INFO01, INFO01_12, INFO01_39, INFO98US, INFO98US12, INFO98US39, INFO01US, INFOUS01_1, INFOUS01_3, INDEX, NUMSEC, EST98_0, EST01_0, PCTNGE, PCTIME, PCTCSE, PCTGRO, ID, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_savannah2.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_savannah2.geojson;24;60;Polygon;Yes;No;;Yes;MSA, EST98, EMP98, EFLAG98, PAY98, EST01, EMP01, EFLAG01, PAY01, MAN98, MAN98_12, MAN98_39, MAN01, MAN01_12, MAN01_39, MAN98US, MAN98US12, MAN98US39, MAN01US, MANUS01_12, MANUS01_39, OFF98, OFF98_12, OFF98_39, OFF01, OFF01_12, OFF01_39, OFF98US, OFF98US12, OFF98US39, OFF01US, OFFUS01_12, OFFUS01_39, INFO98, INFO98_12, INFO98_39, INFO01, INFO01_12, INFO01_39, INFO98US, INFO98US12, INFO98US39, INFO01US, INFOUS01_1, INFOUS01_3, INDEX, NUMSEC, EST98_0, EST01_0, PCTNGE, PCTCSE, PCTGRO;Yes;POP2001;No;ZIP, PO_NAME, STATE, CBSA_CODE, ID;Yes;PCTIME;listed_from_geodatasets_catalog;extracted_csv_geojson;socio-economie / demographie
geodatasets;geoda.seattle1;seattle1;geoda.seattle1;main_dataset_catalog_entry;yes;2000 Census Tract Data for Seattle, WA MSA and counties;https://geodacenter.github.io/data-and-lab//data/SeattleMSA.zip;FIPS, MSA, TOT_POP, POP_16, POP_65, WHITE_, BLACK_, ASIAN_, HISP_, MULTI_RA, MALES, FEMALES, MALE1664, FEM1664, EMPL16, EMP_AWAY, EMP_HOME, EMP_29, EMP_30, EMP16_2, EMP_MALE, EMP_FEM, OCC_MAN, OCC_OFF1, OCC_INFO, HH_INC, POV_POP, POV_TOT, HSG_VAL, POLYID, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_seattle1.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_seattle1.geojson;664;31;Polygon;Yes;No;;Yes;MSA, WHITE_, BLACK_, ASIAN_, HISP_, MULTI_RA, MALES, FEMALES, MALE1664, FEM1664, EMPL16, EMP_AWAY, EMP_HOME, EMP_29, EMP_30, EMP16_2, EMP_MALE, EMP_FEM, OCC_MAN, OCC_OFF1, OCC_INFO, HH_INC, POV_TOT, HSG_VAL, POLYID;Yes;TOT_POP, POP_16, POP_65, POV_POP;No;FIPS;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;socio-economie / demographie
geodatasets;geoda.seattle2;seattle2;geoda.seattle2;main_dataset_catalog_entry;yes;1998 and 2001 Zip Code Business Patterns (Census Bureau) for Seattle, WA MSA;https://geodacenter.github.io/data-and-lab//data/SeattleMSA2.zip;ZIP, PO_NAME, STATE, POP2001, MSA, EST98, EMP98, EFLAG98, PAY98, EST01, EMP01, EFLAG01, PAY01, CBSA_CODE, MAN98, MAN98_12, MAN98_39, MAN01, MAN01_12, MAN01_39, MAN98US, MAN98US12, MAN98US39, MAN01US, MANUS01_12, MANUS01_39, OFF98, OFF98_12, OFF98_39, OFF01, OFF01_12, OFF01_39, OFF98US, OFF98US12, OFF98US39, OFF01US, OFFUS01_12, OFFUS01_39, INFO98, INFO98_12, INFO98_39, INFO01, INFO01_12, INFO01_39, INFO98US, INFO98US12, INFO98US39, INFO01US, INFOUS01_1, INFOUS01_3, INDEX, NUMSEC, EST98_0, EST01_0, PCTNGE, PCTIME, PCTCSE, PCTGRO, ID, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_seattle2.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_seattle2.geojson;145;60;Polygon;Yes;No;;Yes;MSA, EST98, EMP98, EFLAG98, PAY98, EST01, EMP01, EFLAG01, PAY01, MAN98, MAN98_12, MAN98_39, MAN01, MAN01_12, MAN01_39, MAN98US, MAN98US12, MAN98US39, MAN01US, MANUS01_12, MANUS01_39, OFF98, OFF98_12, OFF98_39, OFF01, OFF01_12, OFF01_39, OFF98US, OFF98US12, OFF98US39, OFF01US, OFFUS01_12, OFFUS01_39, INFO98, INFO98_12, INFO98_39, INFO01, INFO01_12, INFO01_39, INFO98US, INFO98US12, INFO98US39, INFO01US, INFOUS01_1, INFOUS01_3, INDEX, NUMSEC, EST98_0, EST01_0, PCTNGE, PCTCSE, PCTGRO;Yes;POP2001;No;ZIP, PO_NAME, STATE, CBSA_CODE, ID;Yes;PCTIME;listed_from_geodatasets_catalog;extracted_csv_geojson;socio-economie / demographie
geodatasets;geoda.sids;sids;geoda.sids;main_dataset_catalog_entry;yes;North Carolina county SIDS death counts;https://geodacenter.github.io/data-and-lab//data/sids.zip;AREA, PERIMETER, CNTY_, CNTY_ID, NAME, FIPS, FIPSNO, CRESS_ID, BIR74, SID74, NWBIR74, BIR79, SID79, NWBIR79, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_sids.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_sids.geojson;100;15;Polygon;Yes;No;;Yes;PERIMETER, CNTY_, BIR74, SID74, NWBIR74, BIR79, SID79, NWBIR79;Yes;AREA;No;CNTY_ID, NAME, FIPS, FIPSNO, CRESS_ID;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;sante / epidemiologie
geodatasets;geoda.sids2;sids2;geoda.sids2;main_dataset_catalog_entry;yes;North Carolina county SIDS death counts and rates;https://geodacenter.github.io/data-and-lab//data/sids2.zip;AREA, PERIMETER, CNTY_, CNTY_ID, NAME, FIPS, FIPSNO, CRESS_ID, BIR74, SID74, NWBIR74, BIR79, SID79, NWBIR79, SIDR74, SIDR79, NWR74, NWR79, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_sids2.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_sids2.geojson;100;19;Polygon;Yes;No;;Yes;PERIMETER, CNTY_, BIR74, SID74, NWBIR74, BIR79, SID79, NWBIR79, SIDR74, SIDR79, NWR74, NWR79;Yes;AREA;No;CNTY_ID, NAME, FIPS, FIPSNO, CRESS_ID;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;sante / epidemiologie
geodatasets;geoda.south;south;geoda.south;main_dataset_catalog_entry;yes;US Southern county homicides 1960-1990;https://geodacenter.github.io/data-and-lab//data/south.zip;NAME, STATE_NAME, STATE_FIPS, CNTY_FIPS, FIPS, STFIPS, COFIPS, FIPSNO, SOUTH, HR60, HR70, HR80, HR90, HC60, HC70, HC80, HC90, PO60, PO70, PO80, PO90, RD60, RD70, RD80, RD90, PS60, PS70, PS80, PS90, UE60, UE70, UE80, UE90, DV60, DV70, DV80, DV90, MA60, MA70, MA80, MA90, POL60, POL70, POL80, POL90, DNL60, DNL70, DNL80, DNL90, MFIL59, MFIL69, MFIL79, MFIL89, FP59, FP69, FP79, FP89, BLK60, BLK70, BLK80, BLK90, GI59, GI69, GI79, GI89, FH60, FH70, FH80, FH90, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_south.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_south.geojson;1412;70;Polygon;Yes;No;;Yes;HR60, HR70, HR80, HR90, HC60, HC70, HC80, HC90, PO60, PO70, PO80, PO90, RD60, RD70, RD80, RD90, PS60, PS70, PS80, PS90, UE60, UE70, UE80, UE90, DV60, DV70, DV80, DV90, MA60, MA70, MA80, MA90, POL60, POL70, POL80, POL90, DNL60, DNL70, DNL80, DNL90, MFIL59, MFIL69, MFIL79, MFIL89, FP59, FP69, FP79, FP89, BLK60, BLK70, BLK80, BLK90, GI59, GI69, GI79, GI89, FH60, FH70, FH80, FH90;Yes;SOUTH;No;NAME, STATE_NAME, STATE_FIPS, CNTY_FIPS, FIPS, STFIPS, COFIPS, FIPSNO;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;crime / securite
geodatasets;geoda.spirals;spirals;geoda.spirals;main_dataset_catalog_entry;yes;Synthetic spiral points;https://geodacenter.github.io/data-and-lab//data/spirals.csv;;;;300;2;Point;Yes;No;;No;;No;;No;;No;;listed_from_geodatasets_catalog;extract_failed;a qualifier manuellement
geodatasets;geoda.stlouis;stlouis;geoda.stlouis;main_dataset_catalog_entry;yes;St Louis region county homicide counts and rates;https://geodacenter.github.io/data-and-lab//data/stlouis.zip;NAME, STATE_NAME, STATE_FIPS, CNTY_FIPS, FIPS, STFIPS, COFIPS, FIPSNO, HR7984, HR8488, HR8893, HC7984, HC8488, HC8893, PO7984, PO8488, PO8893, PE77, PE82, PE87, RDAC80, RDAC85, RDAC90, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_stlouis.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_stlouis.geojson;78;24;Polygon;Yes;No;;Yes;HR8488, HR8893, HC7984, HC8488, HC8893, PO7984, PO8488, PO8893, PE77, PE82, PE87, RDAC80, RDAC85, RDAC90;Yes;HR7984;No;NAME, STATE_NAME, STATE_FIPS, CNTY_FIPS, FIPS, STFIPS, COFIPS, FIPSNO;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;crime / securite
geodatasets;geoda.tampa1;tampa1;geoda.tampa1;main_dataset_catalog_entry;yes;2000 Census Tract Data for Tampa, FL MSA and counties;https://geodacenter.github.io/data-and-lab//data/TampaMSA.zip;FIPS, MSA, TOT_POP, POP_16, POP_65, WHITE_, BLACK_, ASIAN_, HISP_, MULTI_RA, MALES, FEMALES, MALE1664, FEM1664, EMPL16, EMP_AWAY, EMP_HOME, EMP_29, EMP_30, EMP16_2, EMP_MALE, EMP_FEM, OCC_MAN, OCC_OFF1, OCC_INFO, HH_INC, POV_POP, POV_TOT, HSG_VAL, POLYID, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_tampa1.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_tampa1.geojson;547;31;Polygon;Yes;No;;Yes;MSA, WHITE_, BLACK_, ASIAN_, HISP_, MULTI_RA, MALES, FEMALES, MALE1664, FEM1664, EMPL16, EMP_AWAY, EMP_HOME, EMP_29, EMP_30, EMP16_2, EMP_MALE, EMP_FEM, OCC_MAN, OCC_OFF1, OCC_INFO, HH_INC, POV_TOT, HSG_VAL, POLYID;Yes;TOT_POP, POP_16, POP_65, POV_POP;No;FIPS;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;socio-economie / demographie
geodatasets;geoda.us_sdoh;us_sdoh;geoda.us_sdoh;main_dataset_catalog_entry;yes;2014 US Social Determinants of Health Data;https://geodacenter.github.io/data-and-lab//data/us-sdoh-2014.zip;tract_fips, county, state, state_fips, cnty_fips, ep_pov, ep_unem, ep_pci, ep_nohs, ep_sngp, ep_lime, ep_crow, ep_nove, rent_1, rntov30p_1, ep_unin, ep_minrty, ep_age65, ep_age17, ep_disabl, 1_SES, 2_MOB, 3_URB, 4_MICA, SDOH_CL, geometry;;data\downloads\software\python_datasets\csv\geodatasets__geoda_us_sdoh.csv, data\downloads\software\python_datasets\geojson\geodatasets__geoda_us_sdoh.geojson;71901;26;Polygon;Yes;No;;Yes;ep_pov, ep_unem, ep_pci, ep_nohs, ep_sngp, ep_lime, ep_crow, ep_nove, rntov30p_1, ep_unin, ep_minrty, ep_age65, ep_age17, ep_disabl, 1_SES, 2_MOB, 3_URB, 4_MICA, SDOH_CL;Yes;rent_1;No;tract_fips, county, state, state_fips, cnty_fips;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;sante / epidemiologie
geodatasets;naturalearth.cities;cities;naturalearth.cities;main_dataset_catalog_entry;yes;Point symbols with name attributes of all admin-0 capitals and some other major cities.;https://naciscdn.org/naturalearth/110m/cultural/ne_110m_populated_places_simple.zip;scalerank, natscale, labelrank, featurecla, name, namepar, namealt, nameascii, adm0cap, capalt, capin, worldcity, megacity, sov0name, sov_a3, adm0name, adm0_a3, adm1name, iso_a2, note, latitude, longitude, pop_max, pop_min, pop_other, rank_max, rank_min, meganame, ls_name, min_zoom, ne_id, geometry;;data\downloads\software\python_datasets\csv\geodatasets__naturalearth_cities.csv, data\downloads\software\python_datasets\geojson\geodatasets__naturalearth_cities.geojson;243;32;Point;Yes;Yes;latitude, longitude;Yes;scalerank, natscale, labelrank, featurecla, adm0cap, capalt, capin, sov_a3, adm0_a3, iso_a2, note, rank_max, rank_min, min_zoom;Yes;pop_max, pop_min, pop_other;No;name, namepar, namealt, nameascii, worldcity, megacity, sov0name, adm0name, adm1name, meganame, ls_name, ne_id;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;a qualifier manuellement
geodatasets;naturalearth.lakes;lakes;naturalearth.lakes;main_dataset_catalog_entry;yes;Major natural and artificial lakes polygons.;https://naciscdn.org/naturalearth/110m/physical/ne_110m_lakes.zip;scalerank, featurecla, name, name_alt, admin, min_zoom, min_label, name_abb, label, wikidataid, name_ar, name_bn, name_de, name_en, name_es, name_fr, name_el, name_hi, name_hu, name_id, name_it, name_ja, name_ko, name_nl, name_pl, name_pt, name_ru, name_sv, name_tr, name_vi, name_zh, ne_id, name_fa, name_he, name_uk, name_ur, name_zht, geometry;;data\downloads\software\python_datasets\csv\geodatasets__naturalearth_lakes.csv, data\downloads\software\python_datasets\geojson\geodatasets__naturalearth_lakes.geojson;24;38;Polygon;Yes;No;;Yes;featurecla, admin, min_zoom, min_label, label, wikidataid;Yes;scalerank;No;name, name_alt, name_abb, name_ar, name_bn, name_de, name_en, name_es, name_fr, name_el, name_hi, name_hu, name_id, name_it, name_ja, name_ko, name_nl, name_pl, name_pt, name_ru, name_sv, name_tr, name_vi, name_zh, ne_id, name_fa, name_he, name_uk, name_ur, name_zht;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;a qualifier manuellement
geodatasets;naturalearth.land;land;naturalearth.land;main_dataset_catalog_entry;yes;Land polygons including major islands in a 1:110m resolution.;https://naciscdn.org/naturalearth/110m/physical/ne_110m_land.zip;featurecla, scalerank, min_zoom, geometry;;data\downloads\software\python_datasets\csv\geodatasets__naturalearth_land.csv, data\downloads\software\python_datasets\geojson\geodatasets__naturalearth_land.geojson;127;4;Polygon;Yes;No;;Yes;scalerank, min_zoom;Yes;featurecla;No;;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;a qualifier manuellement
geodatasets;ny.bb;bb;ny.bb;main_dataset_catalog_entry;yes;The borough boundaries of New York City clipped to the shoreline at mean high tide for 2016.;https://www.nyc.gov/assets/planning/download/zip/data-maps/open-data/nybb_16a.zip;;;;5;5;Polygon;Yes;No;;No;;No;;No;;No;;listed_from_geodatasets_catalog;extract_failed;a qualifier manuellement
geodatasets;spdata.auckland;auckland;spdata.auckland;main_dataset_catalog_entry;yes;Marshall's infant mortality in Auckland dataset;https://github.com/Nowosad/spData/raw/refs/heads/master/inst/shapes/auckland.gpkg;Easting, Northing, M77_85, Und5_81, geometry;;data\downloads\software\python_datasets\csv\geodatasets__spdata_auckland.csv, data\downloads\software\python_datasets\geojson\geodatasets__spdata_auckland.geojson;167;5;Polygon;Yes;Yes;Easting, Northing;No;Und5_81;Yes;M77_85;No;;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;sante / epidemiologie
geodatasets;spdata.boston;boston;spdata.boston;main_dataset_catalog_entry;yes;Boston Housing Data;https://github.com/Nowosad/spData/raw/refs/heads/master/inst/shapes/boston_tracts.gpkg;poltract, TOWN, TOWNNO, TRACT, LON, LAT, MEDV, CMEDV, CRIM, ZN, INDUS, CHAS, NOX, RM, AGE, DIS, RAD, TAX, PTRATIO, B, LSTAT, units, cu5k, c5_7_5, C7_5_10, C10_15, C15_20, C20_25, C25_35, C35_50, co50k, median, BB, censored, NOX_ID, POP, geometry;;data\downloads\software\python_datasets\csv\geodatasets__spdata_boston.csv, data\downloads\software\python_datasets\geojson\geodatasets__spdata_boston.geojson;506;37;Polygon;Yes;Yes;LON, LAT;Yes;MEDV, CMEDV, CRIM, ZN, INDUS, CHAS, NOX, RM, AGE, DIS, RAD, TAX, PTRATIO, B, LSTAT, units, cu5k, c5_7_5, C7_5_10, C10_15, C15_20, C20_25, C25_35, C35_50, co50k, median, BB, censored;Yes;POP;No;poltract, TOWN, TOWNNO, TRACT, NOX_ID;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;housing / immobilier
geodatasets;spdata.columbus;columbus;spdata.columbus;main_dataset_catalog_entry;yes;Columbus OH spatial analysis dataset;https://github.com/Nowosad/spData/raw/refs/heads/master/inst/shapes/columbus.gpkg;AREA, PERIMETER, COLUMBUS_, COLUMBUS_I, POLYID, NEIG, HOVAL, INC, CRIME, OPEN, PLUMB, DISCBD, X, Y, NSA, NSB, EW, CP, THOUS, NEIGNO, geometry;;data\downloads\software\python_datasets\csv\geodatasets__spdata_columbus.csv, data\downloads\software\python_datasets\geojson\geodatasets__spdata_columbus.geojson;49;21;Polygon;Yes;Yes;X, Y;Yes;AREA, PERIMETER, COLUMBUS_, COLUMBUS_I, POLYID, HOVAL, INC, OPEN, PLUMB, DISCBD, NSA, NSB, EW, CP, THOUS;Yes;CRIME;No;NEIG, NEIGNO;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;crime / securite
geodatasets;spdata.cycle_hire;cycle_hire;spdata.cycle_hire;main_dataset_catalog_entry;yes;Cycle hire points in London;https://github.com/Nowosad/spData/raw/refs/heads/master/inst/shapes/cycle_hire.geojson;id, name, area, nbikes, nempty, geometry;;data\downloads\software\python_datasets\csv\geodatasets__spdata_cycle_hire.csv, data\downloads\software\python_datasets\geojson\geodatasets__spdata_cycle_hire.geojson;742;6;Point;Yes;No;;Yes;nbikes, nempty;Yes;area;No;id, name;No;;listed_from_geodatasets_catalog;extracted_csv_geojson;a qualifier manuellement
