metadata_schema;dataset_doi;dataset_title;dataset_repo;dataset_n_files;dataset_literature_score;publication_doi;publication_title;publication_venue;publication_year;publication_resolved;linked_publication_relationship;discovery_source;estimators_from_metadata;formula_status;formula_pub;formula_completeness;local_pdf;local_tei;local_raw_dir;download_status;verification_notes;ingestion_status;ingestion_next_step;bib_key
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.r7sqv9s8v;Ecological niche models for American black bear, Rafinesque's big-eared bat, and timber rattlesnake;dryad;2;6;;[dataset-first, publication non resolue] Ecological niche models for American black bear, Rafinesque's big-eared bat, and timber rattlesnake;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_r7sqv9s8v;downloaded;2 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_r7
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.dc25r;Data from: Localized hotspots drive continental geography of abnormal amphibians on U.S. wildlife refuges;dryad;13;6;10.1371/journal.pone.0077467;Localized Hotspots Drive Continental Geography of Abnormal Amphibians on U.S. Wildlife Refuges;PLoS ONE;2013;True;primary_article;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Localized_Hotspots_Drive_Continental_Geography_of_Abnormal_Amphibians_on_U_S_Wil_W1996549386.pdf;corpus\papers\tei\Localized_Hotspots_Drive_Continental_Geography_of_Abnormal_Amphibians_on_U_S_Wil_W1996549386.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_dc25r;downloaded;9 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2013_LocalizedHotspotsDriveContinental_10_5061_dryad_dc
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.86gm0;Data from: Multicollinearity in spatial genetics: separating the wheat from the chaff using commonality analyses;dryad;1;6;10.1111/mec.13029;Multicollinearity in spatial genetics: separating the wheat from the chaff using commonality analyses;Molecular Ecology;2014;True;isCitedBy;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Multicollinearity_in_spatial_genetics_separating_the_wheat_from_the_chaff_using__W2150251862.pdf;corpus\papers\tei\Multicollinearity_in_spatial_genetics_separating_the_wheat_from_the_chaff_using__W2150251862.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_86gm0;downloaded;1 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2014_MulticollinearityInSpatialGenetics_10_5061_dryad_86
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.fbg79cnt2;Summer land surface temperature from MODIS Aqua and Terra satellites for Houston in 2014 and Phoenix in 2003 at 1km resolution;dryad;1;6;10.1080/02664763.2019.1681384;Physically constrained spatiotemporal modeling: generating clear-sky constructions of land surface temperature from sparse, remotely sensed satellite data;Journal of Applied Statistics;2019;True;primary_article;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Physically_constrained_spatiotemporal_modeling_generating_clear_sky_construction_W2980619698.pdf;corpus\papers\tei\Physically_constrained_spatiotemporal_modeling_generating_clear_sky_construction_W2980619698.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_fbg79cnt2;downloaded;1 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2019_PhysicallyConstrainedSpatiotemporalModeling_10_5061_dryad_fb
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.m0h05rt;Data from: Spatially structured statistical network models for landscape genetics;dryad;3;6;10.1002/ecm.1355;Spatially structured statistical network models for landscape genetics;Ecological Monographs;2019;True;primary_article;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Spatially_structured_statistical_network_models_for_landscape_genetics_W2909968513.pdf;corpus\papers\tei\Spatially_structured_statistical_network_models_for_landscape_genetics_W2909968513.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_m0h05rt;downloaded;2 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2019_SpatiallyStructuredStatisticalNetwork_10_5061_dryad_m0
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.v0q5035;Data from: A spatially explicit hierarchical model to characterize population viability;dryad;2;6;10.1002/eap.1794;A spatially explicit hierarchical model to characterize population viability;Ecological Applications;2018;True;primary_article;dataset_first;"[""SAR""]";pending_grobid_kg;;;corpus\papers\raw_pdf\A_spatially_explicit_hierarchical_model_to_characterize_population_viability_W2891253401.pdf;corpus\papers\tei\A_spatially_explicit_hierarchical_model_to_characterize_population_viability_W2891253401.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_v0q5035;downloaded;1 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2018_ASpatiallyExplicitHierarchical_10_5061_dryad_v0
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.95x69p8rx;Data associated with: Drought response of trees: Differences across Mycorrhizal type at the global scale;dryad;6;6;10.1002/oik.11257;Drought response of trees: differences across mycorrhizal type at the global scale;Oikos;2025;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_95x69p8rx;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2025_DroughtResponseOfTrees_10_5061_dryad_95
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.17128171;Spatiotemporal species distribution models of colony census and at-sea survey data for Fratercula cirrhata (Tufted Puffin) and F. corniculata (Horned Puffin) reveal long-term declines in Kodiak, Alaska [Dataset];zenodo;10;6;10.1093/ornithapp/duag053;Spatiotemporal species distribution models of colony census and at-sea survey data for Fratercula cirrhata (Tufted Puffin) and F. corniculata (Horned Puffin) reveal long-term declines in Kodiak, Alaska;Ornithological Applications;2026;True;cites;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_17128171;downloaded;"9 fichier(s) au format donnee reelle detecte(s) | paper_doi corrigee (etait la source NPPSD citee, pas le papier reel) ; PDF bloque par anti-bot (403) sur academic.oup.com, ajoute a la liste de recuperation manuelle";raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2026_SpatiotemporalSpeciesDistributionModels_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.q57d4g4;Forecasting hourly emergency department arrival using time series analysis;dryad;1;6;10.12968/bjhc.2019.0067;Forecasting hourly emergency department arrival using time series analysis;British Journal of Healthcare Management;2020;True;isCitedBy;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Forecasting_hourly_emergency_department_arrival_using_time_series_analysis_W2999030003.pdf;corpus\papers\tei\Forecasting_hourly_emergency_department_arrival_using_time_series_analysis_W2999030003.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_q57d4g4;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2020_ForecastingHourlyEmergencyDepartment_10_5061_dryad_q5
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.30mb4;Data from: A multistate dynamic site occupancy model for spatially aggregated sessile communities;dryad;6;6;10.1111/2041-210x.12690;A multistate dynamic site occupancy model for spatially aggregated sessile communities;Methods in Ecology and Evolution;2016;True;isCitedBy;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\A_multistate_dynamic_site_occupancy_model_for_spatially_aggregated_sessile_commu_W2418568409.pdf;corpus\papers\tei\A_multistate_dynamic_site_occupancy_model_for_spatially_aggregated_sessile_commu_W2418568409.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_30mb4;downloaded;2 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2016_AMultistateDynamicSite_10_5061_dryad_30
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.fn2z34trv;Data from: Accuracy in the prediction of disease epidemics when ensembling simple but highly correlated models;dryad;9;6;10.1371/journal.pcbi.1008831;Accuracy in the prediction of disease epidemics when ensembling simple but highly correlated models;PLoS Computational Biology;2021;True;isCitedBy;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Accuracy_in_the_prediction_of_disease_epidemics_when_ensembling_simple_but_highl_W3136686952.pdf;corpus\papers\tei\Accuracy_in_the_prediction_of_disease_epidemics_when_ensembling_simple_but_highl_W3136686952.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_fn2z34trv;downloaded;3 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2021_AccuracyInThePrediction_10_5061_dryad_fn
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.6990803;Dataset for: Fire and forest loss in the Dominican Republic during the 21st Century;zenodo;1;6;10.1101/2021.06.15.448604;Fire and forest loss in the Dominican Republic during the 21st Century;bioRxiv (Cold Spring Harbor Laboratory);2021;True;isSupplementTo;dataset_first;"[""SAR""]";pending_grobid_kg;;;corpus\papers\raw_pdf\Fire_and_forest_loss_in_the_Dominican_Republic_during_the_21st_Century_W3166721665.pdf;corpus\papers\tei\Fire_and_forest_loss_in_the_Dominican_Republic_during_the_21st_Century_W3166721665.tei.xml;data\raw\papers\DatasetFirst_10_5281_zenodo_6990803;downloaded;1 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2021_FireAndForestLoss_10_5281_zenodo_6
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.7142638;Sars-escape network for escape prediction of SARS-COV-2;zenodo;1;5;;[dataset-first, publication non resolue] Sars-escape network for escape prediction of SARS-COV-2;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_7142638;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_7
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.vdncjsxrz;Improving wheat yield prediction using secondary traits and high-density phenotyping under heat stressed environments;dryad;6;5;;[dataset-first, publication non resolue] Improving wheat yield prediction using secondary traits and high-density phenotyping under heat stressed environments;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_vdncjsxrz;downloaded;6 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_vd
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.37qc017;Data from: New regionally modelled soil layers improve prediction of vegetation type relative to that based on global soil models;dryad;8;5;10.1111/ddi.12973;New regionally modelled soil layers improve prediction of vegetation type relative to that based on global soil models;Diversity and Distributions;2019;True;isCitedBy;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\New_regionally_modelled_soil_layers_improve_prediction_of_vegetation_type_relati_W2966907708.pdf;corpus\papers\tei\New_regionally_modelled_soil_layers_improve_prediction_of_vegetation_type_relati_W2966907708.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_37qc017;downloaded;8 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2019_NewRegionallyModelledSoil_10_5061_dryad_37
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.34c1r;Data from: Measures of biologically relevant environmental heterogeneity improve prediction of regional plant species richness;dryad;1;5;10.1111/jbi.12911;Measures of biologically relevant environmental heterogeneity improve prediction of regional plant species richness;Journal of Biogeography;2016;True;isCitedBy;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Measures_of_biologically_relevant_environmental_heterogeneity_improve_prediction_W2559284275.pdf;corpus\papers\tei\Measures_of_biologically_relevant_environmental_heterogeneity_improve_prediction_W2559284275.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_34c1r;downloaded;1 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2016_MeasuresOfBiologicallyRelevant_10_5061_dryad_34
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.jwstqjqhq;Improving distribution models of sparsely-documented disease vectors by incorporating information on related species via joint modeling;dryad;6;5;;[dataset-first, publication non resolue] Improving distribution models of sparsely-documented disease vectors by incorporating information on related species via joint modeling;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_jwstqjqhq;downloaded;3 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_jw
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.573n5tb8s;Data from: Sharing detection heterogeneity information among species in community models of occupancy and abundance can strengthen inference;dryad;2;5;;[dataset-first, publication non resolue] Data from: Sharing detection heterogeneity information among species in community models of occupancy and abundance can strengthen inference;;;False;;dataset_first;[];no_linked_publication;;;;;;failed;2 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);candidate_dataset_download_pending;API confirmed real files but the download attempt failed (see verification_notes) -- retry via tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_57
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.5724362;PEMS-BAY and METR-LA in csv;zenodo;4;5;;[dataset-first, publication non resolue] PEMS-BAY and METR-LA in csv;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_5724362;downloaded;2 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_5
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.7157302;Local explanation SHAP approach applied to MIROC5,RCP8.5-forced multi-model ensemble study of GrIS future sea-level contributions;zenodo;4;5;;[dataset-first, publication non resolue] Local explanation SHAP approach applied to MIROC5,RCP8.5-forced multi-model ensemble study of GrIS future sea-level contributions;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_7157302;downloaded;2 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_7
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.21635729;"Dataset and Code for ""Estimating Global Site-Level Net Ecosystem Exchange with a Geographically Weighted XGBoost Framework""";zenodo;8;5;;"[dataset-first, publication non resolue] Dataset and Code for ""Estimating Global Site-Level Net Ecosystem Exchange with a Geographically Weighted XGBoost Framework""";;;False;;dataset_first;"[""GWR""]";no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_21635729;downloaded;2 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_2
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.5559652;Global hybrid forest mask for the year 2000;zenodo;5;5;;[dataset-first, publication non resolue] Global hybrid forest mask for the year 2000;;;False;;dataset_first;"[""GWR""]";no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_5559652;downloaded;5 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_5
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.6543997;Training data for bathymetry estimation via EO satellite - Hel Peninsula;zenodo;3;5;10.5281/zenodo.6779671;Bathymetry Estimator;Zenodo (CERN European Organization for Nuclear Research);2022;True;isSupplementTo;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_6543997;downloaded;1 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2022_BathymetryEstimator_10_5281_zenodo_6
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.32036;Supplementary simulated data for Cappa et al. (2015);zenodo;1;5;10.1007/s11295-015-0917-3;A novel individual-tree mixed model to account for competition and environmental heterogeneity: a Bayesian approach;Tree Genetics & Genomes;2015;True;isSupplementTo;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\A_novel_individual_tree_mixed_model_to_account_for_competition_and_environmental_W2180965326.pdf;corpus\papers\tei\A_novel_individual_tree_mixed_model_to_account_for_competition_and_environmental_W2180965326.tei.xml;data\raw\papers\DatasetFirst_10_5281_zenodo_32036;downloaded;1 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2015_ANovelIndividualTree_10_5281_zenodo_3
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.20449529;Dataset and R Code for Correlates of Contestation Against Religious Authorities in Medieval Inquisitorial Testimonies;zenodo;1;5;;[dataset-first, publication non resolue] Dataset and R Code for Correlates of Contestation Against Religious Authorities in Medieval Inquisitorial Testimonies;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_20449529;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_2
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.zcrjdfnb1;Regression models generated by APRANK (computational prioritization of antigenic proteins and peptides from complete pathogen proteomes);dryad;2;5;10.1101/2021.04.27.441630;APRANK: computational prioritization of antigenic proteins and peptides from complete pathogen proteomes;bioRxiv (Cold Spring Harbor Laboratory);2021;True;preprint;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\APRANK_computational_prioritization_of_antigenic_proteins_and_peptides_from_comp_W3159682291.pdf;corpus\papers\tei\APRANK_computational_prioritization_of_antigenic_proteins_and_peptides_from_comp_W3159682291.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_zcrjdfnb1;downloaded;listing ambigu (formats non reconnus) - verification manuelle recommandee;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2021_AprankComputationalPrioritizationOf_10_5061_dryad_zc
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.z34tmpgpt;The influence of multiple stressors on the spatial distribution of corals;dryad;20;5;10.1002/pan3.70208;The influence of multiple stressors on the spatial distribution of corals;People and Nature;2025;True;dataset;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_z34tmpgpt;downloaded;"20 fichier(s) au format donnee reelle detecte(s) | paper_doi/titre incorrects (etait un DOI PANGAEA de carte habitat mal associe) -- le vrai depot Dryad s intitule ""The influence of multiple stressors on the spatial distribution of corals"" (Selgrath et al.), confirme par recherche web (session 2026-08-16). Les fichiers barangay (demographie, distance marche, organisations de pecheurs) sont des covariables de pression humaine, pas la variable Y (couverture corallienne, probablement dans habitat.zip/ecological_zones.zip, non extraite -- GIS complexe). paper_doi remis a vide en attendant resolution complete. | traite (session 2026-08-16) : fiche construite a partir de la couche d'habitat reclassifiee (Hab_Paper), N=29512 polygones convertis en points.";raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2025_TheInfluenceOfMultiple_10_5061_dryad_z3
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.5tb2rbp76;Data for: Inferring spatially-varying animal movement characteristics using a hierarchical continuous-time velocity model;dryad;2;5;;[dataset-first, publication non resolue] Data for: Inferring spatially-varying animal movement characteristics using a hierarchical continuous-time velocity model;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_5tb2rbp76;downloaded;2 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5061_dryad_5t
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.0k6djhb7x;Pacific Atoll Vegetation Maps;dryad;10;5;10.1088/1748-9326/ad8c66;Satellite imagery reveals widespread coconut plantations on Pacific atolls;Environmental Research Letters;2024;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_0k6djhb7x;downloaded;9 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2024_SatelliteImageryRevealsWidespread_10_5061_dryad_0k
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.kkwh70sjc;Data and code from: Effects of temperature and browning on the functional response of a freshwater top predator;dryad;6;5;10.1111/1365-2656.70233;Effects of temperature and browning on the functional response of a freshwater top predator;Journal of Animal Ecology;2026;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_kkwh70sjc;downloaded;4 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2026_EffectsOfTemperatureAnd_10_5061_dryad_kk
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.18541375;Toward numerical modeling and experimental full-field validation of non-planar 3D-printed components - source code and data;zenodo;1;5;;[dataset-first, publication non resolue] Toward numerical modeling and experimental full-field validation of non-planar 3D-printed components - source code and data;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_18541375;downloaded;1 fichier(s) au format donnee reelle detecte(s) | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.c3tc6;Data from: Empirical tests of harvest-induced body-size evolution along a geographic gradient in Australian macropods;dryad;1;5;10.1111/1365-2656.12273;Empirical tests of harvest‐induced body‐size evolution along a geographic gradient in A ustralian macropods;Journal of Animal Ecology;2014;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_c3tc6;downloaded;1 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2014_EmpiricalTestsOfHarvest_10_5061_dryad_c3
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.72tp3;Data from: Colour lightness of dragonfly assemblages across North America and Europe;dryad;1;5;10.1111/ecog.02578;Colour lightness of dragonfly assemblages across North America and Europe;Ecography;2016;True;primary_article;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Colour_lightness_of_dragonfly_assemblages_across_North_America_and_Europe_W2515393316.pdf;corpus\papers\tei\Colour_lightness_of_dragonfly_assemblages_across_North_America_and_Europe_W2515393316.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_72tp3;downloaded;1 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2016_ColourLightnessOfDragonfly_10_5061_dryad_72
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.2hk46;Data from: Overcompensation and phase effects in a cyclic common vole population: between first and second-order cycles;dryad;2;5;10.1111/1365-2656.12257;Overcompensation and phase effects in a cyclic common vole population: between first and second‐order cycles;Journal of Animal Ecology;2014;True;primary_article;dataset_first;[];pending_grobid_kg;;;corpus\papers\raw_pdf\Overcompensation_and_phase_effects_in_a_cyclic_common_vole_population_between_fi_W2054417955.pdf;corpus\papers\tei\Overcompensation_and_phase_effects_in_a_cyclic_common_vole_population_between_fi_W2054417955.tei.xml;data\raw\papers\DatasetFirst_10_5061_dryad_2hk46;downloaded;2 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2014_OvercompensationAndPhaseEffects_10_5061_dryad_2h
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.2rbnzs7xs;Data for: Ecological pathways connecting drought to stream invertebrate community shifts across space and time;dryad;15;5;10.5281/zenodo.13324182;Data for: Ecological pathways connecting drought to stream invertebrate community shifts across space and time;Zenodo (CERN European Organization for Nuclear Research);2025;True;software;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_2rbnzs7xs;downloaded;14 fichier(s) au format donnee reelle detecte(s);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2025_DataForEcologicalPathways_10_5061_dryad_2r
