metadata_schema;dataset_doi;dataset_title;dataset_repo;dataset_n_files;dataset_literature_score;publication_doi;publication_title;publication_venue;publication_year;publication_resolved;linked_publication_relationship;discovery_source;estimators_from_metadata;formula_status;formula_pub;formula_completeness;local_pdf;local_tei;local_raw_dir;download_status;verification_notes;ingestion_status;ingestion_next_step;bib_key
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.n2z34tnb3;Mapping the prevalence of household-scale livestock ownership by animal taxon in low- and middle-income countries;dryad;7;5;10.2139/ssrn.5490726;Mapping the Prevalence of Household-Scale Livestock Ownership by Animal Taxon in Low- and Middle-Income Countries: An INLA Prediction Model;SSRN Electronic Journal;2025;True;preprint;dataset_first;"[""INLA""]";pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_n2z34tnb3;downloaded;6 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 7;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2025_MappingThePrevalenceOf_10_5061_dryad_n2
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.n4288;Data from: Bringing multivariate support to multiscale codependence analysis: assessing the drivers of community structure across spatial scales;dryad;2;5;10.1111/2041-210x.12864;Bringing multivariate support to multiscale codependence analysis: Assessing the drivers of community structure across spatial scales;Methods in Ecology and Evolution;2017;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_n4288;downloaded;1 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 2;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2017_BringingMultivariateSupportTo_10_5061_dryad_n4
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.nh07v50;Data from: How does spatial resolution affect model performance? A case for ensemble approaches for marine benthic mesophotic communities;dryad;1;6;10.1111/jbi.13581;How does spatial resolution affect model performance? A case for ensemble approaches for marine benthic mesophotic communities;Journal of Biogeography;2019;True;primary_article;dataset_first;"[""SDM""]";pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_nh07v50;downloaded;1 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 1;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2019_HowDoesSpatialResolution_10_5061_dryad_nh
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.nzs7h44s4;Fly and mouse tracking models and kinematics related to Anipose toolkit paper;dryad;6;6;10.1101/2020.05.26.117325;Anipose: a toolkit for robust markerless 3D pose estimation;bioRxiv (Cold Spring Harbor Laboratory);2020;True;preprint;dataset_first;[];pending_grobid_kg;;;;;;verified_pending_download;6 fichier(s) au format donnee reelle detecte(s) | depot 18898513Ko > seuil max 500000Ko, telechargement saute;candidate_dataset_download_pending;real files confirmed via the repo API but not yet downloaded -- re-run tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_2020_AniposeAToolkitFor_10_5061_dryad_nz
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.prr4xgxm0;Dataset of habitat quality does not predict animal population abundance on frequently disturbed landscapes;dryad;2;7;10.1016/j.ecolmodel.2022.109943;Habitat quality does not predict animal population abundance on frequently disturbed landscapes;Ecological Modelling;2022;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_prr4xgxm0;downloaded;2 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 2;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2022_HabitatQualityDoesNot_10_5061_dryad_pr
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.r1s8g;Data from: Model-based inference for estimating shifts in species distribution, area occupied and centre of gravity;dryad;2;9;10.1111/2041-210x.12567;Model‐based inference for estimating shifts in species distribution, area occupied and centre of gravity;Methods in Ecology and Evolution;2016;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_r1s8g;downloaded;2 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 2;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2016_ModelBasedInferenceFor_10_5061_dryad_r1
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.r4xgxd28f;Demographic fluctuations lead to rapid and cyclic shifts in genetic structure among populations of an alpine butterfly, Parnassius smintheus;dryad;2;4;10.5061/dryad.d715g;Data from: Landscape structure and the genetic effects of a population collapse;Zenodo (CERN European Organization for Nuclear Research);2014;True;dataset;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_r4xgxd28f;downloaded;2 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 2;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2014_DataFromLandscapeStructure_10_5061_dryad_r4
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.r4xgxd2tm;Data for: A hybrid biophysical-machine learning framework for diurnal surface energy flux estimation using proximal sensing;dryad;3;10;10.1029/2025wr041510;A Hybrid Biophysical‐Machine Learning Framework for Diurnal Surface Energy Flux Estimation Using Proximal Sensing;Water Resources Research;2026;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;;verified_pending_download;2 fichier(s) au format donnee reelle detecte(s) | depot 913514Ko > seuil max 500000Ko, telechargement saute;candidate_dataset_download_pending;real files confirmed via the repo API but not yet downloaded -- re-run tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_2026_AHybridBiophysicalMachine_10_5061_dryad_r4
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.rt679ng;Data from: Disentangling elevational richness: a multi-scale hierarchical Bayesian occupancy model of Colorado ant communities;dryad;3;8;10.1111/ecog.04115;Disentangling elevational richness: a multi‐scale hierarchical Bayesian occupancy model of Colorado ant communities;Ecography;2018;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_rt679ng;downloaded;3 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 3;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2018_DisentanglingElevationalRichnessA_10_5061_dryad_rt
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.rxwdbrvnn;Data from: Accounting for movement in spatial surplus production models: A case study of redfish on the Eastern Grand Banks of Newfoundland;dryad;2;8;10.1139/cjfas-2024-0273;Accounting for movement in spatial surplus production models: a case study of redfish on the eastern Grand Banks of Newfoundland;Canadian Journal of Fisheries and Aquatic Sciences;2025;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_rxwdbrvnn;downloaded;1 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 2;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2025_AccountingForMovementIn_10_5061_dryad_rx
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.tdz08kq33;The topological nature of tag jumping in environmental DNA metabarcoding studies (sequencing raw data);dryad;2;4;10.1111/1755-0998.13745;The topological nature of tag jumping in environmental DNA metabarcoding studies;Molecular Ecology Resources;2022;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;;verified_pending_download;1 fichier(s) au format donnee reelle detecte(s) | depot 5716590Ko > seuil max 500000Ko, telechargement saute;candidate_dataset_download_pending;real files confirmed via the repo API but not yet downloaded -- re-run tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_2022_TheTopologicalNatureOf_10_5061_dryad_td
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.tqjq2bvv2;Testing whether ensemble modelling is advantageous for maximising predictive performance of species distribution models;dryad;1;7;10.1111/ecog.04890;Testing whether ensemble modelling is advantageous for maximising predictive performance of species distribution models;Ecography;2020;True;primary_article;dataset_first;"[""SDM""]";pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_tqjq2bvv2;downloaded;1 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 1;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2020_TestingWhetherEnsembleModelling_10_5061_dryad_tq
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.v6wwpzhb8;Data from: Spatially targeted inhibitory rhythms differentially affect neuronal integration;dryad;2;5;10.7554/elife.95562;Spatially targeted inhibitory rhythms differentially affect neuronal integration;eLife;2024;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;;verified_pending_download;1 fichier(s) au format donnee reelle detecte(s) | depot 1974097Ko > seuil max 500000Ko, telechargement saute;candidate_dataset_download_pending;real files confirmed via the repo API but not yet downloaded -- re-run tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_2024_SpatiallyTargetedInhibitoryRhythms_10_5061_dryad_v6
spatialtidymodels_dataset_first_ingestion_v1;10.5061/dryad.wstqjq2mm;Data for: Density dependence and spatial heterogeneity limit the population growth rate of invasive pines at the landscape scale;dryad;20;3;10.1111/ecog.05959;Density dependence and spatial heterogeneity limit the population growth rate of invasive pines at the landscape scale;Ecography;2021;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;data\raw\papers\DatasetFirst_10_5061_dryad_wstqjq2mm;downloaded;12 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 20;raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_2021_DensityDependenceAndSpatial_10_5061_dryad_ws
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.14965669;The global fish and invertebrate abundance value of mangroves dataset;zenodo;4;9;;[dataset-first, publication non resolue] The global fish and invertebrate abundance value of mangroves dataset;;;False;;dataset_first;[];no_linked_publication;;;;;;verified_pending_download;4 fichier(s) au format donnee reelle detecte(s) | depot 2088523Ko > seuil max 500000Ko, telechargement saute | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);candidate_dataset_download_pending;real files confirmed via the repo API but not yet downloaded -- re-run tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.17316371;Spatial Dataset for Multi-Source Renewable Energy Potential Assessment in the Makran Region, Iran;zenodo;1;4;;[dataset-first, publication non resolue] Spatial Dataset for Multi-Source Renewable Energy Potential Assessment in the Makran Region, Iran;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_17316371;downloaded;1 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 1 | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.19626336;Spatial analysis of household-scale solar PV systems in Hungary (2024);zenodo;1;4;;[dataset-first, publication non resolue] Spatial analysis of household-scale solar PV systems in Hungary (2024);;;False;;dataset_first;"[""SEM""]";no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_19626336;downloaded;1 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 1 | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_1
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.20739182;Data and reproducibility package for regional assessment and recalibration of daily Level-3 satellite chlorophyll-a products in the Bransfield Strait, Antarctica;zenodo;1;8;;[dataset-first, publication non resolue] Data and reproducibility package for regional assessment and recalibration of daily Level-3 satellite chlorophyll-a products in the Bransfield Strait, Antarctica;;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_20739182;downloaded;1 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 1 | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_2
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.21130627;ELITE land surface temperature: seamless 1km LST over China (2010);zenodo;1;7;;[dataset-first, publication non resolue] ELITE land surface temperature: seamless 1km LST over China (2010);;;False;;dataset_first;"[""GWR""]";no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_21130627;downloaded;1 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 1 | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_2
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.4090917;iSDAsoil: soil extractable Aluminium for Africa predicted at 30 m resolution at 0-20 and 20-50 cm depths;zenodo;6;7;;[dataset-first, publication non resolue] iSDAsoil: soil extractable Aluminium for Africa predicted at 30 m resolution at 0-20 and 20-50 cm depths;;;False;;dataset_first;"[""random_forest""]";no_linked_publication;;;;;;verified_pending_download;5 fichier(s) au format donnee reelle detecte(s) | depot 23311261Ko > seuil max 500000Ko, telechargement saute | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);candidate_dataset_download_pending;real files confirmed via the repo API but not yet downloaded -- re-run tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_4
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.7298913;Uncertainty Analysis of Digital Elevation Models by Spatial Inference From Stable Terrain – Dataset;zenodo;8;4;10.1109/jstars.2022.3188922;Uncertainty Analysis of Digital Elevation Models by Spatial Inference From Stable Terrain;IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing;2022;True;isSupplementTo;dataset_first;[];pending_grobid_kg;;;;;;verified_pending_download;8 fichier(s) au format donnee reelle detecte(s) | depot 1143378Ko > seuil max 500000Ko, telechargement saute;candidate_dataset_download_pending;real files confirmed via the repo API but not yet downloaded -- re-run tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_2022_UncertaintyAnalysisOfDigital_10_5281_zenodo_7
spatialtidymodels_dataset_first_ingestion_v1;10.5281/zenodo.7352284;A map of global peatland extent created using machine learning (Peat-ML);zenodo;2;5;;[dataset-first, publication non resolue] A map of global peatland extent created using machine learning (Peat-ML);;;False;;dataset_first;[];no_linked_publication;;;;;data\raw\papers\DatasetFirst_10_5281_zenodo_7352284;downloaded;2 fichier(s) au format donnee reelle detecte(s) | fichiers deja presents localement: 1 | aucune publication liee dans les metadonnees du depot (relatedWorks/related_identifiers vide);raw_data_downloaded_pending_loader;write sf loader in build_sf_datasets_papers.R using the downloaded files and formula_completeness evidence, then generate the fiche;JournalFirst_nd_DatasetFirstPublicationNon_10_5281_zenodo_7
spatialtidymodels_dataset_first_ingestion_v1;10.6071/m3wm3g;SnowClim v1.0: High-resolution snow model and data for the western United States;dryad;20;9;10.5194/gmd-15-5045-2022;SnowClim v1.0: high-resolution snow model and data for the western United States;Geoscientific model development;2022;True;primary_article;dataset_first;[];pending_grobid_kg;;;;;;verified_pending_download;20 fichier(s) au format donnee reelle detecte(s) | depot 4612780Ko > seuil max 500000Ko, telechargement saute;candidate_dataset_download_pending;real files confirmed via the repo API but not yet downloaded -- re-run tools/harvest_journal_first.py --download-data, or download the DOI manually;JournalFirst_2022_SnowclimV10High_10_6071_m3wm3g
